,link_item,title,price,index_id,discount_idx,discount_percent,starsReview_idx,stars_review,soldProduct_idx,sold_product,location,brand_name,shop_name
10,https://www.lazada.vn/products/tang-kem-de-camera-camera-wifi-imou-ranger-2c-4mp-ta42p-d-i-dam-thoai-2-chieu-i-phat-hien-con-nguoi-i-xoay-toan-canh-360-i-bao-hanh-2-nam-i-ipc-ta42p-i1853227829.html,[🚩TẶNG KÈM ĐẾ CAMERA ]Camera Wifi Imou Ranger 2C (4MP) TA42P-D I Đàm thoại 2 chiều I Phát hiện con người I Xoay toàn cảnh 360 I Bảo hành 2 năm I IPC-TA42P,680.000 ₫,11,11.0,48%off,11.0,(199),11.0,"1,215 Đã bán",Hà Nội,IMOU,Imou VN Authorized Store
11,https://www.lazada.vn/products/camera-ip-wifi-yoosee-11-led-fnkvision-50mpx-full-hd-2k-new-2023-quay-dem-co-mau-xoay-360-do-theo-doi-chuyen-dong-i2053730432.html,CAMERA IP WIFI YOOSEE 11 LED FNKvision 5.0Mpx Full HD 2K New 2023 - QUAY ĐÊM CÓ MÀU - XOAY 360 ĐỘ - THEO DÕI CHUYỂN ĐỘNG,240.000 ₫,12,12.0,47%off,12.0,(31),12.0,122 Đã bán,Hồ Chí Minh,YooSee,XNK HUY HOANG
12,https://www.lazada.vn/products/camera-imou-ta42p-40mp-hoac-ta22cp-20mp-hoac-c22sp-chinh-hang-viango-phan-phoi-nguyen-seal-i1949437679.html,"Camera Imou TA42P 4.0MP Hoặc TA22CP 2.0MP Hoặc C22SP, Chính hãng Viango Phân phối, Nguyên seal",438.000 ₫,13,13.0,27%off,13.0,(98),13.0,544 Đã bán,Đà Nẵng,Ezviz,EZVIZ Viet Han
13,https://www.lazada.vn/products/camera-yoosee-ptz-m15-mini-nho-nhat-xoay-360-do-dam-thoai-2-chieu-bao-dong-chong-trom-ban-dem-co-mau-wifi-khong-day-ngoai-troi-i2000582284.html,Camera YOOSEE PTZ M1.5 Mini (Nhỏ nhất) Xoay 360 Độ- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Ban Đêm Có Màu- Wifi Không Dây Ngoài Trời,319.000 ₫,14,14.0,50%off,14.0,(46),14.0,160 Đã bán,Đà Nẵng,No Brand,A_Hoco_Shop
14,https://www.lazada.vn/products/camera-ezviz-c1cb-20mp-chinh-hang-nguyen-seal-fullbox-100-i1359766656.html,"Camera Ezviz C1CB 2.0MP chính hãng, nguyên seal Fullbox 100%",459.000 ₫,15,15.0,23%off,15.0,(233),15.0,"1,267 Đã bán",Đà Nẵng,IMOU,Shop Thiết Bị Thông Minh Đà Nẵng 24H
15,https://www.lazada.vn/products/mua-2-tang-1-qua-ezviz-tich-luy-tang-balo-camera-ezviz-c6n-2mp-1080p-trong-nha-wireless-khong-day-hong-ngoai-ban-dem-10m-theo-doi-thong-minh-i685328751.html,"[MUA 2 TẶNG 1 QUÀ EZVIZ - TÍCH LŨY TẶNG BALO] Camera EZVIZ C6N 2mp 1080p trong nhà Wireless không dây, hồng ngoại ban đêm 10m, theo dõi thông minh",555.000 ₫,16,16.0,45%off,16.0,(732),16.0,"6,238 Đã bán",Hồ Chí Minh,YooSee,DŨNG HẰNG CAMERA
16,https://www.lazada.vn/products/bh-1-nam-tuy-chon-the-128gb64gb32-camera-bong-den-yoosee-2mpx-sieu-hot-nam-2023-co-mau-ban-dem-ban-day-du-chuc-nang-dam-thoai-ghi-am-xoay-360-do-i2127479912.html,"(BH 1 NĂM - TÙY CHỌN THẺ 128GB/64GB/32 )Camera bóng đèn Yoosee 2MPX siêu hot năm 2023 Có màu ban đêm - Bản đầy đủ chức năng đàm thoại , ghi âm , xoay 360 độ",199.000 ₫,17,17.0,41%off,17.0,(240),17.0,"1,119 Đã bán",Bắc Ninh,YooSee,DigiTech VN
17,https://www.lazada.vn/products/the-nho-khong-bao-gomcamera-giam-sat-moi-2023-hinh-dang-bong-den-camera-ip-wifi-khong-day-camera-sieu-nho-wifi-v380-fullhd-1080p-da-nang-hong-ngoai-quay-ban-dem-hinh-anh-sac-net-ca-ngay-va-dem-sieu-ben-ket-noi-wifi-qua-die-i2184953117.html,"【Thẻ Nhớ Không Bao Gồm】Camera Giám Sát Mới 2023 Hình Dạng Bóng Đèn - Camera IP Wifi Không Dây - Camera Siêu Nhỏ Wifi V380 FULLHD 1080P Đa Năng- Hồng Ngoại Quay Ban Đêm, Hình Ảnh Sắc Nét Cả Ngày Và Đêm, Siêu Bền- Kết Nối Wifi Qua Điệ",239.200 ₫,18,18.0,40%off,18.0,(12),18.0,41 Đã bán,Hồ Chí Minh,Ezviz,Shop Thiết Bị Thông Minh Đà Nẵng 24H
18,https://www.lazada.vn/products/hang-xin-freeship-camera-yoosee-ngoai-troi-4r32led-sieu-net-50mpx-fhd1080p-tieng-viet-ban-dem-xem-co-mau-i507074203.html,[HÀNG XỊN - FREESHIP] Camera YooSee ngoài trời 4R32Led Siêu nét 5.0mpx FHD1080P tiếng việt - Ban đêm xem có màu,399.000 ₫,19,19.0,27%off,19.0,(239),19.0,993 Đã bán,Hà Nội,No Brand,Camera Yoosee Super Guard
19,https://www.lazada.vn/products/camera-ip-giam-sat-xiaomi-2k-mjsxj09cm-ban-quoc-te-i1436317269.html,Camera IP giám sát Xiaomi 2K MJSXJ09CM bản quốc tế,658.000 ₫,20,20.0,34%off,20.0,(86),20.0,406 Đã bán,Hồ Chí Minh,FNKvision,FNKvision-1
20,https://www.lazada.vn/products/camera-wifi-camera-khong-day-camera-wifi-ngoai-troi-camera-giam-sat-camera-wifi-khong-day-camera-an-ninh-gia-dinh-v380pro-tu-dong-sieu-net-sieu-ben-bao-hanh-24-thang-mau-moi-nhat-2022-i2026912460.html,"camera wifi, camera không dây, camera wifi ngoài trời, Camera giám sát, camera wifi không dây, camera an ninh gia đình V380Pro Tự động, Siêu nét, Siêu Bền - Bảo hành 24 tháng, mẫu mới nhất 2022",383.000 ₫,21,21.0,50%off,21.0,(77),21.0,131 Đã bán,Hồ Chí Minh,TLC,Trường An Mall
21,https://www.lazada.vn/products/camera-ngoai-troi-chong-nuoc-yoo-see-toan-canh-360-do-fnkvision-khong-day-sieu-ro-net-bao-ve-gia-dinh-qua-dien-thoai-i2013482950.html,"Camera ngoài trời chống nước Yoo see toàn cảnh 360 độ Fnkvision, không dây siêu rõ nét, bảo vệ gia đình qua điện thoại",329.000 ₫,22,22.0,49%off,22.0,(44),22.0,258 Đã bán,Hồ Chí Minh,Xiaomi,Xiaomi HCM
22,https://www.lazada.vn/products/camera-ezviz-c6n-4m-2k-xoay-360-do-dam-thoai-2-chieu-bao-dong-chong-trom-wifi-trong-nha-chinh-hang-i1666469692.html,Camera EZVIZ C6N 4M 2k Xoay 360 Độ- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Wifi Trong Nhà Chính Hãng,709.000 ₫,23,23.0,50%off,23.0,(41),23.0,221 Đã bán,Đà Nẵng,OCM,Aspor
23,https://www.lazada.vn/products/camera-ip-wifi-ngoai-troi-trong-nha-camera-wifi-khong-day-camera-mini-ket-noi-dien-thoai-camera-bong-den-fhd-1080p-ro-net-co-den-led-chieu-sang-ban-dem-xoay-360d-dam-thoai-2-chieu-co-ban-kem-the-nho-64gb-i2152279052.html,"Camera IP wifi ngoài trời trong nhà, camera wifi không dây, camera mini kết nối điện thoại, camera bóng đèn FHD 1080p Rõ nét, Có đèn Led chiếu sáng ban đêm, Xoay 360đ, Đàm thoại 2 chiều - Có bán kèm thẻ nhớ 64GB",373.000 ₫,24,24.0,43%off,24.0,(93),24.0,207 Đã bán,Hà Nội,Ezviz,DŨNG HẰNG CAMERA
24,https://www.lazada.vn/products/camera360-trong-nha-trong-nha-ngoai-troicamera-wifi-khong-day-ngoai-troiquan-sat-ro-ngay-va-dem-i2214272875.html,camera360 trong nhà trong nhà ngoài trời，camera wifi không dây ngoài trời，QUAN SÁT RÕ NGÀY VÀ ĐÊM,79.000 ₫,25,25.0,39%off,25.0,(8),25.0,35 Đã bán,Hồ Chí Minh,YooSee,CAMERA WIFI YOSEE
25,https://www.lazada.vn/products/camera-wifi-yoosee-360-robot-mini-ngoai-troi-dam-thoai-ban-dem-co-mau-chat-luong-cao-i280658795.html,Camera wifi Yoosee 360 robot mini ngoài trời đàm thoại ban đêm có màu chất lượng cao,279.000 ₫,26,26.0,38%off,26.0,(148),26.0,791 Đã bán,Hà Nội,FNKvision,FNKvision-2
26,https://www.lazada.vn/products/camera-imou-f42pf22p-do-phan-giai-40mp20mp-ngoai-troi-chong-nuoc-chinh-hang-fullbox-100-i1424937150.html,"Camera IMOU F42P/F22P Độ phân giải 4.0MP/2.0MP Ngoài trời chống nước, chính hãng Fullbox 100%",689.000 ₫,27,27.0,14%off,27.0,(209),27.0,995 Đã bán,Đà Nẵng,No Brand,ThànhNam Store
27,https://www.lazada.vn/products/camera-yoosee-bong-den-fhd-1080p-ro-net-xem-ban-dem-co-mau-den-led-chieu-sang-xoay-360do-dam-thoai-2-chieu-canh-bao-ve-dien-thoai-phat-hien-chuyen-dong-i2100255524.html,"Camera Yoosee bóng đèn FHD 1080p Rõ nét, Xem ban đêm có màu đèn led chiếu sáng, Xoay 360độ Đàm thoại 2 chiều cảnh báo về điện thoại, phát hiện chuyển động",255.000 ₫,28,28.0,17%off,28.0,(63),28.0,294 Đã bán,Hà Nội,No Brand,Camera_Yoosee_Store
28,https://www.lazada.vn/products/camera-ngoai-troi-ptz-36-led-yoosee-fhd-1080p-mau-moi-xoay-360-do-chong-nuoc-xem-ban-dem-co-mau-bh-6-thang-loi-1-doi-1-i2037463699.html,"Camera Ngoài Trời PTZ 36 LED YooSee FHD 1080P Mẫu Mới, Xoay 360 độ chống nước xem ban đêm có màu - BH 6 tháng Lỗi 1 đổi 1",299.000 ₫,29,29.0,40%off,29.0,(405),29.0,"2,678 Đã bán",Hà Nội,No Brand,A_Hoco_Shop
29,https://www.lazada.vn/products/camera-ip-wifi-5g-yoosee-11-led-fnkvision-50mp-quan-sat-360-do-the-he-moi-5-ang-ten-full-hd-xem-dem-co-mau-phien-ban-tieng-viet-i2080848368.html,"Camera IP Wifi 5G Yoosee 11 LED FNKVISION 5.0MP quan sát 360 độ, thế hệ mới 5 ăng ten, Full HD, xem đêm có màu, phiên bản tiếng việt",269.000 ₫,30,30.0,46%off,30.0,(77),30.0,294 Đã bán,Hồ Chí Minh,IMOU,Shop Thiết Bị Thông Minh Đà Nẵng 24H
30,https://www.lazada.vn/products/camera-wifi-imou-a42p-4mp-h265-2022-i1714358038.html,camera wifi imou A42P 4MP H265 2022,438.000 ₫,31,,,,,,,Đà Nẵng,YooSee,khosihoanggia
31,https://www.lazada.vn/products/hang-xin-freeship-camera-ngoai-troi-yoosee-ptz-20led-loai-lon-xoay-360-sieu-net-50mpx-full-hd-dam-thoai-2-chieu-loa-sieu-to-ban-dem-co-mau-i2024909247.html,[HÀNG XIN - FREESHIP] Camera Ngoài Trời YooSee PTZ 20led LOẠI LỚN Xoay 360° Siêu Nét 5.0MPX Full HD - Đàm Thoại 2 chiều LOA Siêu To- Ban Đêm Có Màu,445.000 ₫,32,32.0,36%off,32.0,(44),32.0,120 Đã bán,Hà Nội,YooSee,PHỤ KIỆN HELLY
32,https://www.lazada.vn/products/hang-xin-freeship-camera-yoosee-xoay-360-full-hd-1080p-11-led-ban-dem-co-mau-camera-yoosee-30mpx-goc-rong-sieu-net-i1210970559.html,[HÀNG XỊN - FREESHIP] Camera Yoosee Xoay 360 - Full HD 1080P - 11 LED Ban đêm có màu/ Camera yoosee 3.0mpx góc rộng siêu nét,269.000 ₫,33,33.0,40%off,33.0,(265),33.0,"1,208 Đã bán",Hà Nội,OEM,Camera Yoosee Super Guard
33,https://www.lazada.vn/products/camera-ip-xiaomi-mijia-2k-smart-camera-c300-xmc01-camera-giam-sat-1296p-ban-quoc-te-i956242846.html,Camera IP Xiaomi mijia 2K Smart Camera C300 XMC01 Camera giám sát 1296P-Bản Quốc tế,859.000 ₫,34,34.0,13%off,34.0,(42),34.0,212 Đã bán,Hồ Chí Minh,IMOU,Balacomart
34,https://www.lazada.vn/products/camera-yoosee-xoay-360-ban-dem-co-mau-mau-moi-2023-thiet-ke-gon-gang-khong-enten-van-bat-song-tot-i2104151667.html,Camera Yoosee Xoay 360 Ban đêm có màu mẫu mới 2023 - thiết kế gọn gàng - không enten vẫn bắt sóng tốt,279.000 ₫,35,35.0,22%off,35.0,(63),35.0,412 Đã bán,Hà Nội,Relux,KING TECH OFICIAL
35,https://www.lazada.vn/products/camera-yoosee-khong-day-ngoai-troi-ptz-32-led-30mpx-chuan-net-full-hd-xoay-360-do-dam-thoai-2-chieu-canh-bao-chuyen-dong-chong-nuoc-ip66-xem-dem-co-mau-tich-hop-khe-sim-4g-i2200527218.html,"Camera Yoosee Không Dây Ngoài Trời PTZ 32 LED 3.0Mpx - Chuẩn Nét Full HD Xoay 360 Độ, Đàm Thoại 2 Chiều, Cảnh Báo Chuyển Động, Chống Nước IP66, Xem Đêm Có Màu - Tích Hợp Khe Sim 4G",163.890 ₫,36,36.0,54%off,36.0,(31),36.0,30 Đã bán,Hồ Chí Minh,Xiaomi,Xiaomi HCM
36,https://www.lazada.vn/products/tang-chan-de-treo-tuong-camera-wifi-carecampro-30mp-phien-ban-v5pro-new-2022-hoac-2023-chay-app-carecampro-i1291337168.html,"[Tặng chân đế treo tường] Camera Wifi Carecampro 3.0MP, Phiên bản V5pro New 2022 hoặc 2023, Chạy App: CARECAMPRO",288.000 ₫,37,37.0,26%off,37.0,(34),37.0,229 Đã bán,Đà Nẵng,,
37,https://www.lazada.vn/products/camera-noi-soi-mui-co-dau-khong-camera-noi-soi-tai-mui-hong-an-toan-khong-gay-kho-chiu-camera-mini-noi-soi-ket-noi-dien-thoai-android-de-dang-lay-ray-tai-full-hd-cho-hinh-anh-sac-bao-hanh-uy-tin-i1737251429.html,"Camera Nội Soi Mũi Có đau Không - Camera Nội Soi Tai, Mũi, Họng An Toàn Không Gây Khó Chịu - Camera Mini Nội Soi Kết Nối điện Thoại Android Dễ Dàng Lấy Ráy Tai Full HD Cho Hình ảnh Sắc - Bảo Hành Uy Tín",149.000 ₫,38,38.0,45%off,38.0,(262),38.0,457 Đã bán,Hồ Chí Minh,,
38,https://www.lazada.vn/products/tuy-chon-the-1286432-gb-camera-ip-wifi-yoosee-5-rau-xoay-360-do-do-phan-giai-full-hd30-mp-1920x1080p-khong-day-camera-trong-nha-an-phat-company-ma-kem-the-gia-405k-va-khong-the-315k-i764736170.html,"Tùy Chọn Thẻ 128/64/32 GB - Camera IP Wifi Yoosee 5 Râu xoay 360 độ, độ phân giải FULL HD3.0 MP 1920x1080p Không Dây - Camera trong nhà - An Phat Company (MÃ KÈM THẺ GIÁ 405K VÀ KHÔNG THẺ 315K)",235.000 ₫,39,39.0,45%off,39.0,(1806),39.0,"8,565 Đã bán",Bắc Ninh,,
39,https://www.lazada.vn/products/camera-chinh-hang-wifi-yoosee-bong-den-8-led-the-he-moi-30mp-full-hd-camera-xoay-360-do-dam-thoai-2-chieu-canh-bao-chuyen-dong-xem-dem-co-mau-i2177645863.html,"Camera chính hãng Wifi Yoosee Bóng Đèn 8 LED thế hệ mới 3.0MP Full HD, Camera xoay 360 độ, đàm thoại 2 chiều, cảnh báo chuyển động, xem đêm có màu",589.000 ₫,40,40.0,40%off,40.0,(123),40.0,617 Đã bán,Hà Nội,,
