,link_item,title,price,index_id,discount_idx,discount_percent,starsReview_idx,stars_review,soldProduct_idx,sold_product,location
10,https://www.lazada.vn/products/camera-4g-ngoai-troi-chong-nuoc-yoosee-toan-canh-360-do-fnkvision-khong-day-sieu-ro-net-bao-ve-gia-dinh-qua-dien-thoai-i2160048858.html,"Camera 4G ngoài trời chống nước Yoosee toàn cảnh 360 độ Fnkvision, không dây siêu rõ nét, bảo vệ gia đình qua điện thoại",690.000 ₫,11,11.0,23%off,11.0,(1),11.0,5 Đã bán,Hồ Chí Minh
11,https://www.lazada.vn/products/camera-ip-gia-dinh-thong-minh-xiaomi-smart-wifi-camera-2k-3mp-mjsxj03hl-standard-edition-170-night-vision-i2178806478.html,Camera ip gia đình thông minh Xiaomi Smart Wifi Camera 2K 3MP MJSXJ03HL Standard Edition 170° Night Vision,559.000 ₫,12,,,,,,,Hồ Chí Minh
12,https://www.lazada.vn/products/combo-2-camera-ezviz-h3c-lolor-2m-1080p-ban-dem-co-mau-chong-nuoc-wifi-ngoai-troi-chinh-hang-i2201433987.html,COMBO 2 Camera EZVIZ H3C LOLOR 2M 1080p Ban Đêm Có Màu- Chống Nước- Wifi Ngoài Trời Chính Hãng,1.589.000 ₫,13,,,,,,,Đà Nẵng
13,https://www.lazada.vn/products/camera-wifi-camera-yoosee-ptz-xoay-360-do-50mpx-full-hd-xem-dem-co-mau-i1918862844.html,Camera wifi Camera yoosee Ptz Xoay 360 độ 5.0Mpx Full HD - XEM ĐÊM CÓ MÀU,495.000 ₫,14,14.0,29%off,14.0,(6),14.0,30 Đã bán,Hồ Chí Minh
14,https://www.lazada.vn/products/camera-ket-noi-wifi-xem-tu-xa-camera-sac-du-phong-h8-pro-chat-luong-hinh-anh-fullhd-1080p-camera-co-hong-ngoai-quay-ban-dem-dung-luong-pin-lon-thoi-gian-quay-6-8-tieng-tich-hop-tich-nang-phat-hien-chuyen-dong-thong-minh-i1954841764.html,"Camera Kết Nối Wifi Xem Từ Xa - Camera Sạc Dự Phòng H8 Pro Chắt Lượng Hình Ảnh FullHD 1080P, Camera Có Hồng Ngoại Quay Ban Đêm Dung Lượng Pin Lớn Thời Gian Quay 6-8 Tiếng Tích Hợp Tích Năng Phát Hiện Chuyển Động Thông Minh",736.556 ₫,15,15.0,54%off,15.0,(158),15.0,273 Đã bán,Hồ Chí Minh
15,https://www.lazada.vn/products/kebidumei-camera-mini-bong-den-wifi-khong-day-a6-camera-an-ninh-quan-sat-ban-dem-co-den-led-gia-dinh-thong-minh-ket-noi-hd-1080p-giam-sat-tu-xa-i2084059754.html,Kebidumei Camera Mini Bóng Đèn WiFi Không Dây A6 Camera An Ninh Quan Sát Ban Đêm Có Đèn LED Gia Đình Thông Minh Kết Nối HD 1080P Giám Sát Từ Xa,216.066 ₫,16,,,,,,,Nước ngoài
16,https://www.lazada.vn/products/camera-yoosee-xoay-360-ban-dem-co-mau-new-2023-thiet-ke-gon-gang-khong-enten-van-bat-song-tot-i2093760223.html,Camera yoosee Xoay 360 Ban đêm có màu new 2023 - thiết kế gọn gàng - không enten vẫn bắt sóng tốt,242.000 ₫,17,17.0,38%off,17.0,(56),17.0,148 Đã bán,Hà Nội
17,https://www.lazada.vn/products/camera-ip-wifi-v380-panoramic-vr-360-full-hd-goc-quay-sieu-rong-camera-op-tran-khong-day-xem-toan-canh-camera-mini-khong-day-ket-noi-dien-thoai-camera-mini-sieu-nho-v380-wifi-full-hd-bao-hanh-12-thang-loi-1-doi-1-i2187849291.html,"Camera IP Wifi V380 Panoramic VR 360° Full HD Góc Quay Siêu Rộng - Camera ốp trần không dây, Xem toàn cảnh, Camera mini không dây kết nối điện thoại, Camera mini siêu nhỏ V380 WiFi Full HD - BẢO HÀNH 12 THÁNG - LỖI 1 ĐỔI 1",399.000 ₫,18,18.0,50%off,18.0,(67),18.0,71 Đã bán,Hà Nội
18,https://www.lazada.vn/products/camera-mini-nguy-trang-dong-ho-de-ban-camera-wifi-giau-kin-hinh-dong-ho-de-ban-chat-luong-full-hd-9-mat-hong-ngoai-quay-dem-khong-phat-sang-su-dung-lien-tuc-khi-duoc-cap-nguon-ho-tro-the-nho-12gb-bh-12-thang-i2179359290.html,"Camera Mini Nguy Trang Đồng Hồ Để Bàn, Camera Wifi Giau Kín Hình Đồng Hồ Để Bàn, Chất Lượng Full HD, 9 Mắt Hồng Ngoại Quay Đêm Không Phát Sáng, Sử Dụng Liên Tục Khi Được Cấp Nguồn. Hỗ Trợ Thẻ Nhớ 12GB. BH 12 Tháng.",700.000 ₫,19,19.0,53%off,19.0,(36),19.0,99 Đã bán,Hà Nội
19,https://www.lazada.vn/products/camera-ip-wifi-khong-day-imou-cell-go-ipc-b32p-v2-3mp-camera-ngoai-troi-chong-nuoc-do-phan-giai-fullhd-2k-phat-hien-chuyen-dong-dam-thoai-2-chieu-camera-co-hong-ngoai-quay-dem-10m-pin-sieu-trau-5000mah-quay-120-ngay-i2189079266.html,"Camera IP Wifi Không Dây IMOU CELL GO IPC-B32P-V2 3MP - Camera Ngoài Trời Chống Nước Độ Phân Giải FullHD 2K, Phát Hiện Chuyển Động Đàm Thoại 2 Chiều, Camera Có Hồng Ngoại Quay Đêm 10m Pin Siêu Trâu 5.000mAh Quay 120 Ngày..",1.395.000 ₫,20,20.0,56%off,20.0,(41),20.0,111 Đã bán,Hồ Chí Minh
20,https://www.lazada.vn/products/camera-yoosee-ptz-ys-80310-xoay-360-do-3m-dam-thoai-hai-chieu-bao-dong-chong-trom-ban-dem-co-mau-wifi-khong-day-ngoai-troi-i2134451935.html,Camera YOOSEE PTZ YS-80310 Xoay 360 Độ 3M- Đàm Thoại Hai Chiều- Báo Động Chống Trộm- Ban Đêm Có Màu- Wifi Không Dây Ngoài Trời,479.000 ₫,21,21.0,50%off,21.0,(3),21.0,30 Đã bán,Đà Nẵng
21,https://www.lazada.vn/products/camera-ezviz-c3tn-2mp-h265-wifi-co-mic-thu-am-ngoai-troi-chong-nuoc-chong-bui-ip67-i1891523947.html,"Camera EZVIZ C3TN 2MP H265 Wifi có mic thu âm, ngoài trời chống nước chống bụi IP67",700.000 ₫,22,,,,,,,Đà Nẵng
22,https://www.lazada.vn/products/mien-phi-thanh-toan-khi-nhan-hang-ong-kinh-55mm-7mm-1m-2m-5m-cap-usb-camera-noi-soi-android-camera-kiem-tra-kinh-ngam-6-den-led-camera-noi-soi-usb-pc-i1078308210.html,♥[Miễn Phí] + Thanh Toán Khi Nhận Hàng Ống Kính 5.5Mm 7Mm 1M 2M 5M Cáp USB Camera Nội Soi Android Camera Kiểm Tra Kính Ngắm 6 Đèn LED Camera Nội Soi USB PC,134.000 ₫,23,23.0,49%off,23.0,(2),23.0,Nước ngoài,Nước ngoài
23,https://www.lazada.vn/products/camera-ip-wifi-carecam-hk20-cc8021pro-20mp-ngoai-troi-chong-nuoc-xoay-ban-dem-co-mau-i1529236546.html,Camera IP WiFi CARECAM HK20 / CC8021Pro 2.0MP Ngoài Trời Chống Nước Xoay - Ban đêm có màu,448.000 ₫,24,24.0,19%off,24.0,(42),24.0,224 Đã bán,Hồ Chí Minh
24,https://www.lazada.vn/products/combo-4-camera-ezviz-c1c-b-2m-1080p-goc-rong-28mm-dam-thoai-2-chieu-bao-dong-chong-trom-wifi-trong-nha-chinh-hang-i2176440896.html,COMBO 4 Camera EZVIZ C1C-B 2M 1080p Góc Rộng 2.8mm- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Wifi Trong Nhà Chính Hãng,1.849.000 ₫,25,25.0,31%off,25.0,(1),25.0,13 Đã bán,Đà Nẵng
25,https://www.lazada.vn/products/new-2023-coc-sac-camera-wifi-camera-mini-khong-day-co-2-loai-loai-co-wifi-loai-khong-co-wifi-camera-thiet-ke-nho-gon-tien-loi-hinh-anh-ro-net-ho-tro-the-nho-i2203034157.html,"NEW 2023 | Cốc Sạc Camera Wifi - Camera Mini Không Dây, Có 2 Loại, Loại có Wifi - Loại Không có Wifi - Camera Thiết Kế Nhỏ Gọn, Tiện Lợi - Hình Ảnh Rõ Nét - Hỗ Trợ Thẻ Nhớ",522.170 ₫,26,26.0,52%off,26.0,(56),26.0,175 Đã bán,Hồ Chí Minh
26,https://www.lazada.vn/products/hang-xin-freeship-camera-ngoai-troi-yoosee-ptz-36led-ban-pro-nang-cap-goc-rong-sieu-net-xoay-360-50mpx-fullhd1080-dam-thoai-2-chieu-loa-sieu-to-ban-dem-co-mau-bh-loi-1-doi-1-i2076501488.html,[HÀNG XIN - FREESHIP] Camera Ngoài Trời YooSee PTZ 36LED Bản PRO nâng cấp GÓC RỘNG - SIÊU NÉT Xoay 360° 5.0MPX FullHD1080 - Đàm Thoại 2 chiều LOA SIÊU To - Ban Đêm Có Màu - BH LỖI 1 ĐỔI 1,399.000 ₫,27,27.0,47%off,27.0,(13),27.0,21 Đã bán,Hà Nội
27,https://www.lazada.vn/products/camera-yoosee-wifi-dui-den-dam-thoai-2-chieu-co-mau-ban-dem-i1899964662.html,Camera Yoosee wifi đui đèn đàm thoại 2 chiều có màu ban đêm,200.542 ₫,28,28.0,43%off,28.0,(27),28.0,155 Đã bán,Hà Nội
28,https://www.lazada.vn/products/camera-wifi-imou-cruiser-2-full-color-50mp-2023-i2208255293.html,Camera wifi imou Cruiser 2 Full Color 5.0MP 2023,1.750.000 ₫,29,,,,,,,Đà Nẵng
29,https://www.lazada.vn/products/camera-ip-wifi-yoosee-5g-fnkvision-50-mp-fhd-new-2023-hong-ngoai-sieu-net-xoay-360-do-theo-doi-chuyen-dong-i2183768398.html,CAMERA IP WIFI YOOSEE 5G FNKvision 5.0 MP FHD NEW 2023 - HỒNG NGOẠI SIÊU NÉT - XOAY 360 ĐỘ - THEO DÕI CHUYỂN ĐỘNG,299.000 ₫,30,30.0,25%off,30.0,(2),30.0,Hồ Chí Minh,Hồ Chí Minh
30,https://www.lazada.vn/products/gia-sap-san-camera-ip-wfi-yoosee-3-rau-8-led-fhd-quay-dem-co-mau-quay-ro-ngay-va-dem-xoay-360-do-i1360412787.html,[GIÁ SẬP SÀN] CAMERA IP WFI YOOSEE 3 RÂU 8 LED FHD - QUAY ĐÊM CÓ MÀU - QUAY RÕ NGÀY VÀ ĐÊM - XOAY 360 ĐỘ,235.000 ₫,31,31.0,48%off,31.0,(435),31.0,"1,884 Đã bán",Hồ Chí Minh
31,https://www.lazada.vn/products/kebidumei-camera-the-thao-dvr-mini-dv-cho-xe-dap-may-ghi-hinh-am-thanh-camera-dvr-hd-720p-i1472133364.html,Kebidumei Camera Thể Thao DVR Mini DV Cho Xe Đạp Máy Ghi Hình Âm Thanh Camera DVR HD 720P,99.146 ₫,32,32.0,53%off,32.0,(5),32.0,24 Đã bán,Nước ngoài
32,https://www.lazada.vn/products/camera-yoosee-3-rau-30-full-hd-1080p-kem-the-nho-64gb-xoay-360-do-co-mau-ban-dem-i2051453690.html,"Camera Yoosee 3 râu 3.0 - Full HD 1080P kèm thẻ nhớ 64GB, xoay 360 độ, có màu ban đêm",221.612 ₫,33,33.0,31%off,33.0,(130),33.0,395 Đã bán,Hà Nội
33,https://www.lazada.vn/products/camera-carecam-rb20-zoom-10x-xoay-360-do-full-hd-20mp-1080p-dam-thoai-2-chieu-bao-dong-chong-trom-wifi-khong-day-trong-nha-i1737253508.html,Camera CARECAM RB20 Zoom 10x Xoay 360 Độ Full HD 2.0MP 1080p- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Wifi Không Dây Trong Nhà,377.972 ₫,34,34.0,53%off,34.0,(43),34.0,153 Đã bán,Đà Nẵng
34,https://www.lazada.vn/products/camera-wifi-imou-cruiser-4mpfp-d-i-phat-hien-con-nguoi-i-ghi-hinh-mau-ban-dem-i-dam-thoai-2-chieu-i-bao-hanh-2-nam-i1854077572.html,Camera Wifi Imou Cruiser (4MP) S42FP-D I Phát hiện con người I Ghi hình màu ban đêm I Đàm thoại 2 chiều I Bảo hành 2 năm,1.370.000 ₫,35,35.0,47%off,35.0,(27),35.0,162 Đã bán,Hà Nội
35,https://www.lazada.vn/products/2k-camera-wifi-fnkvision-sieu-net-yoosee-5mp-360-dam-thoai-2-chieu-quan-sat-toan-canh-i2053698595.html,"2K Camera Wifi Fnkvision siêu nét YOOSEE 5MP 360° đàm thoại 2 chiều, - quan sát toàn cảnh",240.000 ₫,36,36.0,47%off,36.0,(5),36.0,33 Đã bán,Hồ Chí Minh
36,https://www.lazada.vn/products/tro-gia-camera-wifi-ezviz-trong-nha-chinh-hang-nguyen-seal-100-bao-hanh-24-thang-i2168605920.html,"[Trợ giá] Camera Wifi Ezviz trong nhà, Chính hãng nguyên seal 100%, Bảo hành 24 Tháng",455.000 ₫,37,37.0,24%off,37.0,(2),37.0,17 Đã bán,Đà Nẵng
37,https://www.lazada.vn/products/camera-imou-a43p-4m-qhd-2k-xoay-360-do-dam-thoai-2-chieu-bao-dong-chong-trom-wifi-trong-nha-chinh-hang-i2186888602.html,Camera IMOU A43P 4M QHD 2k Xoay 360 Độ- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Wifi Trong Nhà Chính Hãng,669.000 ₫,38,,,,,,,Đà Nẵng
38,https://www.lazada.vn/products/combo-2-camera-ezviz-c6n-2m-1080p-xoay-360-do-dam-thoai-2-chieu-bao-dong-chong-trom-wifi-trong-nha-chinh-hang-ezviz-i2200399977.html,COMBO 2 Camera EZVIZ C6N 2M 1080p Xoay 360 Độ- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Wifi Trong Nhà Chính Hãng EZVIZ,1.039.000 ₫,39,,,,,,,Đà Nẵng
39,https://www.lazada.vn/products/camera-wifi-ezviz-ty1-2mp4mp-dam-thoai-2-chieu-xoay-360-do-hang-chinh-hang-i1968571182.html,"Camera wifi EZVIZ TY1 2MP/4MP đàm thoại 2 chiều, xoay 360 độ hàng chính hãng",490.000 ₫,40,,,,,,,Đà Nẵng
