,link_item,title,price,index_id,discount_idx,discount_percent,starsReview_idx,stars_review,soldProduct_idx,sold_product,location,brand_name,shop_name
16,https://www.lazada.vn/products/combo-4-camera-ezviz-c6n-4m-2k-xoay-360-do-dam-thoai-2-chieu-bao-dong-chong-trom-wifi-trong-nha-chinh-hang-i2155929944.html,COMBO 4 Camera EZVIZ C6N 4M 2k Xoay 360 Độ- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Wifi Trong Nhà Chính Hãng,2.647.000 ₫,17,17.0,49%off,17.0,(1),17.0,209 Đã bán,Đà Nẵng,OEM,INCVN
17,https://www.lazada.vn/products/hcmcamera-ip-wifi-imou-ranger-2-a22-20mps-a42-40-xoay-360-full-hd-1080p-bao-hanh-2-nam-i1027542406.html,[HCM]Camera IP Wifi Imou Ranger 2 - A22-2.0Mps/ A42 4.0 - Xoay 360 Full HD 1080p - BẢO HÀNH 2 NĂM,537.000 ₫,18,18.0,28%off,18.0,(222),18.0,"1,518 Đã bán",Hồ Chí Minh,YooSee,khosihoanggia
18,https://www.lazada.vn/products/camera-ip-wifi-vitacam-c1290-pro-30mp-ultra-hd-i1854839404.html,Camera IP Wifi Vitacam C1290 Pro 3.0Mp Ultra HD,492.000 ₫,19,19.0,47%off,19.0,(3),19.0,14 Đã bán,Hồ Chí Minh,YooSee,Shop Thiết Bị Thông Minh Đà Nẵng 24H
19,https://www.lazada.vn/products/camera-wifi-c1c-b-20-ezviz-i1361080183.html,Camera Wifi C1C-B 2.0 Ezviz,450.000 ₫,20,,,,,,,Đà Nẵng,Ezviz,Balacomart
20,https://www.lazada.vn/products/camera-ip-wifi-ezviz-c3tn-3mp-c3w-pro-4mp-c3n-1080p-c3wn-i1703219920.html,"Camera ip wifi Ezviz C3TN 3mp , C3W Pro 4Mp , C3N 1080p , C3WN",699.000 ₫,21,,,,,,,Đà Nẵng,OEM,INCVN
21,https://www.lazada.vn/products/tro-gia-camera-ptz-yoosee-mini-28-led-ngoai-troi-20mp-chong-nuoc-ban-dem-co-mau-i1159394860.html,"[Trợ giá] Camera PTZ Yoosee Mini 28 Led ngoài trời 2.0MP, Chống Nước, Ban đêm có màu",298.000 ₫,22,22.0,40%off,22.0,(27),22.0,129 Đã bán,Đà Nẵng,Vitacam,Vietstore24h
22,https://www.lazada.vn/products/camera-mini-sieu-nho-camera-wifi-1080p-may-ghi-am-giam-sat-video-sieu-nho-phien-ban-ban-dem-ngoai-troi-camera-ip-hd-khong-day-may-quay-mini-may-quay-video-sieu-nho-ket-noi-360-do-voi-camera-s-py-cua-dien-thoai-di-dong-i1986249125.html,"camera mini siêu nhỏ, Camera WiFi 1080P Máy Ghi Âm Giám Sát Video Siêu Nhỏ Phiên Bản Ban Đêm Ngoài Trời Camera IP HD Không Dây Máy Quay Mini Máy Quay Video Siêu Nhỏ Kết Nối 360 Độ Với Camera S-py Của Điện Thoại Di Động",169.000 ₫,23,23.0,44%off,23.0,(97),23.0,244 Đã bán,Hà Nội,Ezviz,Balacomart
23,https://www.lazada.vn/products/freeshipcamera-ip-wifi-xoay-360-v380-pro-ezviz-c6n-2mp-1080p-new-camera-khong-day-theo-doi-chuyen-dong-hang-phan-phoi-chinh-thuc-i2219758760.html,[FREESHIP]Camera IP WiFi Xoay 360° V380 PRO / EZVIZ C6N 2MP 1080P (NEW) - Camera không dây theo dõi chuyển động Hãng Phân Phối Chính Thức.,399.000 ₫,24,24.0,47%off,24.0,(58),24.0,160 Đã bán,Hà Nội,OEM,INCVN
24,https://www.lazada.vn/products/tang-hop-ky-thuat-camera-wifi-imou-cruiser-se-4mpfp-i-phat-hien-con-nguoi-i-den-spotlight-canh-bao-i-4-che-do-ban-dem-i-bao-hanh-2-nam-ifp-i1854495609.html,[🚩TẶNG HỘP KỸ THUẬT] Camera Wifi Imou Cruiser SE (4MP) S41FP I Phát hiện con người I Đèn spotlight cảnh báo I 4 chế độ ban đêm I Bảo hành 2 năm I S41FP,1.140.000 ₫,25,25.0,50%off,25.0,(44),25.0,220 Đã bán,Hà Nội,IMOU,Imou VN Authorized Store
25,https://www.lazada.vn/products/hang-xin-free-ship-camera-ip-wifi-yoosee-3-rau-fhd1080-new-2022-xem-dem-co-mau-xoay-360-do-dam-thoai-2-chieu-bao-dong-chong-trom-camera-gia-dinh-nho-gon-camera-an-ninh-giam-sat-wifi-i2008916909.html,[HÀNG XIN - FREE SHIP] CAMERA IP WIFI YOOSEE 3 RÂU FHD1080 New 2022 - XEM ĐÊM CÓ MÀU - XOAY 360 ĐỘ - ĐÀM THOẠI 2 CHIỀU - BÁO ĐỘNG CHỐNG TRỘM - CAMERA GIA ĐÌNH NHỎ GỌN - CAMERA AN NINH GIÁM SÁT WIFI,199.000 ₫,26,26.0,43%off,26.0,(168),26.0,641 Đã bán,Hà Nội,OEM,INCVN
26,https://www.lazada.vn/products/tang-kem-02-de-camera-bo-02-camera-wifi-imou-ranger-2c-2mp-i-bao-hanh-2-nam-i-ta22cp-so-luong-qua-co-han-kiem-tra-gio-hang-truoc-khi-thanh-toan-i1860437579.html,"[🚩TẶNG KÈM 02 ĐẾ CAMERA ] Bộ 02 Camera Wifi Imou Ranger 2C (2MP) I Bảo hành 2 năm I TA22CP. Số lượng quà có hạn, Kiểm tra giỏ hàng trước khi thanh toán",992.000 ₫,27,27.0,52%off,27.0,(85),27.0,447 Đã bán,Hà Nội,OEM,INCVN
27,https://www.lazada.vn/products/camera-khong-day-wifi-ket-noi-dt-a9-plus-hong-ngoai-hd-1080p-may-quay-an-ninh-gia-dinh-khong-day-may-quay-ip-hd-tam-nhin-ban-dem-i1997077254.html,Camera Không Dây Wifi Kết Nối ĐT A9 Plus Hồng Ngoại HD 1080P Máy Quay An Ninh Gia Đình Không Dây Máy Quay IP HD Tầm Nhìn Ban Đêm,169.000 ₫,28,28.0,44%off,28.0,(179),28.0,450 Đã bán,Hà Nội,IMOU,Imou VN Authorized Store
28,https://www.lazada.vn/products/camera-ezviz-h8-3m-qhd-2k-xoay-360-do-dam-thoai-2-chieu-bao-dong-chong-trom-ban-dem-co-mau-wifi-ngoai-troi-chinh-hang-i2135702964.html,Camera EZVIZ H8 3M QHD 2k Xoay 360 Độ- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Ban Đêm Có Màu- Wifi Ngoài Trời Chính Hãng,1.359.000 ₫,29,29.0,50%off,29.0,(2),29.0,92 Đã bán,Đà Nẵng,No Brand,Camera Yoosee Super Guard
29,https://www.lazada.vn/products/camera-mini-gan-tran-nha-quay-toan-canh-360-full-hd-v380-ip-camera-wifi-khong-day-1080p-man-hinh-mang-camera-an-ninh-camera-p2p-ung-dung-abccam-cho-androidios-i2220227737.html,Camera Mini Gắn Trần Nhà Quay Toàn Cảnh 360 Full HD V380 IP Camera WiFi Không Dây 1080P Màn Hình Mạng Camera An Ninh Camera P2P Ứng Dụng ABCCAM Cho Android/IOS,399.000 ₫,30,30.0,47%off,30.0,(56),30.0,156 Đã bán,Hà Nội,Ezviz,DŨNG HẰNG CAMERA
30,https://www.lazada.vn/products/camera-giam-sat-mang-thong-minh-do-phan-giai-cao-hung-vi-h265-hong-ngoai-hai-sang-sony-du-mau-den-anh-sang-poe300-van-i1483346682.html,Camera Giám Sát Mạng Thông Minh Độ Phân Giải Cao Hùng Vĩ H265 + Hồng Ngoại Hai Sáng Sony Đủ Màu Đen Ánh Sáng Poe300 Vạn,358.000 ₫,31,31.0,27%off,31.0,(17),31.0,108 Đã bán,Nước ngoài,Ezviz,2Tech Store
31,https://www.lazada.vn/products/camera-wifi-thong-minh-ezviz-c6n-1080p-quay-quet-dam-thoai-hai-chieu-i1766486634.html,Camera Wifi Thông Minh EZVIZ C6N 1080P Quay Quét Đàm Thoại Hai Chiều,534.000 ₫,32,32.0,29%off,32.0,(142),32.0,945 Đã bán,Hà Nội,TLC,Siêu Thị Điện Máy Chính Hãng
32,https://www.lazada.vn/products/combo-2-camera-ezviz-c1c-b-2m-1080p-goc-rong-28mm-dam-thoai-2-chieu-bao-dong-chong-trom-wifi-trong-nha-chinh-hang-i2212832380.html,COMBO 2 Camera EZVIZ C1C-B 2M 1080p Góc Rộng 2.8mm- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Wifi Trong Nhà Chính Hãng,939.000 ₫,33,,,,,,,Đà Nẵng,No Brand,雄迈一级签约工厂店
33,https://www.lazada.vn/products/camera-ip-wifi-yoosee-6-led-fnkvision-50mpx-full-hd-2k-new-2023-quay-dem-sieu-net-xoay-360-do-theo-doi-chuyen-dong-i2053933117.html,CAMERA IP WIFI YOOSEE 6 LED FNKvision 5.0Mpx Full HD 2K New 2023 - QUAY ĐÊM SIÊU NÉT - XOAY 360 ĐỘ - THEO DÕI CHUYỂN ĐỘNG,260.000 ₫,34,34.0,48%off,34.0,(14),34.0,52 Đã bán,Hồ Chí Minh,FNKvision,FNKvision-2
34,https://www.lazada.vn/products/kem-the-nho-camera-mini-ket-noi-dien-thoai-camera-360-do-camera-v380-gia-re-camera-wifi-ip-v380-camera-an-ninh-chong-trom-xoay-360-do-dam-thoai-2-chieu-de-lap-dat-de-su-dung-hinh-anh-ro-net-bao-hanh-12t-i2193031087.html,"[KÈM THẺ NHỚ] Camera Mini Kết Nối Điện Thoại, Camera 360 Độ, Camera V380 Giá Rẻ, Camera Wifi IP V380, Camera an ninh chống trộm xoay 360 độ, đàm thoại 2 chiều, dễ lắp đặt, dễ sử dụng, hình ảnh rõ nét - Bảo Hành 12T",108.000 ₫,35,,,,,,,Hồ Chí Minh,Ezviz,DŨNG HẰNG CAMERA
35,https://www.lazada.vn/products/camera-ip-wifi-yoosee-phien-ban-viet-fnkvision-50mpx-full-hd-2k-new-2023-quay-dem-sieu-net-xoay-360-do-theo-doi-chuyen-dong-i2044094152.html,CAMERA IP WIFI YOOSEE PHIÊN BẢN VIỆT FNKvision 5.0Mpx Full HD 2K New 2023 - QUAY ĐÊM SIÊU NÉT - XOAY 360 ĐỘ - THEO DÕI CHUYỂN ĐỘNG,257.000 ₫,36,36.0,49%off,36.0,(38),36.0,119 Đã bán,Hồ Chí Minh,FNKvision,FNKvision-2
36,https://www.lazada.vn/products/camera-wifi-ngoai-troi-imou-cruiser-se-4mp-i-ipcfep-i-dam-thoai-2-chieu-i-phat-hien-chuyen-dong-i-ip66-i2178023760.html,Camera Wifi ngoài trời Imou Cruiser SE+ (4MP) I IPC-S41FEP I Đàm thoại 2 chiều I Phát hiện chuyển động I IP66,1.509.000 ₫,37,37.0,44%off,37.0,(18),37.0,112 Đã bán,Hồ Chí Minh,,
37,https://www.lazada.vn/products/camera-ngoai-troi-ptz-36led-xoay-360-chong-nuoc-yoosee-full-hd-1080p-ban-dem-co-mau-tro-sang-dam-thoai-2-chieu-i1997285350.html,Camera Ngoài Trời PTZ 36LED Xoay 360° Chống Nước YooSee Full HD 1080P - Ban Đêm Có Màu Trợ Sáng Đàm Thoại 2 Chiều,399.000 ₫,38,38.0,39%off,38.0,(130),38.0,396 Đã bán,Hà Nội,,
38,https://www.lazada.vn/products/camera-ip-wifi-360-ezviz-c6n-1080p-bao-hanh-24-thang-i1253872281.html,Camera IP Wifi 360° EZVIZ C6N (1080P) - Bảo hành 24 tháng,569.000 ₫,39,39.0,43%off,39.0,(168),39.0,"2,945 Đã bán",Hồ Chí Minh,,
39,https://www.lazada.vn/products/camera-ip-wifi-yoosee-fnkvision-50mpx-full-hd-2k-new-2023-quay-dem-sieu-net-xoay-360-do-theo-doi-chuyen-dong-i2053927460.html,CAMERA IP WIFI YOOSEE FNKvision 5.0Mpx Full HD 2K New 2023 - QUAY ĐÊM SIÊU NÉT - XOAY 360 ĐỘ - THEO DÕI CHUYỂN ĐỘNG,260.000 ₫,40,40.0,48%off,40.0,(10),40.0,55 Đã bán,Hồ Chí Minh,,
