,link_item,title,price,index_id,discount_idx,discount_percent,starsReview_idx,stars_review,soldProduct_idx,sold_product,location
16,https://www.lazada.vn/products/camera-ngoai-troi-ezviz-c3w-pro-4m-i1361129143.html,Camera ngoài trời Ezviz C3W Pro 4M,1.150.000 ₫,17,,,,,,,Đà Nẵng
17,https://www.lazada.vn/products/freeship-camera-yoosee-3-anten-full-hd-20mpx-1080p-xoay-360-do-ban-dem-co-mau-i917414282.html,[Freeship] Camera YooSee 3 AnTen Full HD 2.0Mpx 1080p Xoay 360 độ- BAN ĐÊM CÓ MÀU,278.000 ₫,18,18.0,50%off,18.0,(276),18.0,"1,119 Đã bán",Đà Nẵng
18,https://www.lazada.vn/products/combo-4-camera-imou-c22sp-2m-1080p-dam-thoai-2-chieu-bao-dong-chong-trom-goc-rong-36mm-wifi-trong-nha-chinh-hang-i2176547493.html,COMBO 4 Camera IMOU C22SP 2M 1080p - Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Góc Rộng 3.6mm Wifi Trong Nhà Chính Hãng,1.799.000 ₫,19,,,,,,,Đà Nẵng
19,https://www.lazada.vn/products/tang-hop-ky-thuat-camera-wifi-imou-bullet-2e-4mp-f42fp-i-4-che-do-mau-ban-dem-i-chong-nuoc-ip67-i-phat-hien-con-nguoi-i-bao-hanh-2-nam-i1854053652.html,[🚩TẶNG HỘP KỸ THUẬT] Camera Wifi Imou Bullet 2E (4MP) F42FP I 4 chế độ màu ban đêm I Chống nước IP67 I Phát hiện con người I Bảo hành 2 năm,1.050.000 ₫,20,20.0,50%off,20.0,(14),20.0,111 Đã bán,Hà Nội
20,https://www.lazada.vn/products/camera-ip-wifi-yoosee-5g-fnkvision-mau-moi-2023-quan-sat-360-do-phien-ban-tieng-viet-bao-hanh-12-thang-i2183921610.html,Camera IP Wifi Yoosee 5G FNKVISION mẫu mới 2023 - quan sát 360 độ - phiên bản tiếng việt - bảo hành 12 tháng,293.000 ₫,21,21.0,27%off,21.0,(1),21.0,Hồ Chí Minh,Hồ Chí Minh
21,https://www.lazada.vn/products/camera-ip-wifi-yoosee-5g-fnkvision-mau-moi-2023-quan-sat-360-do-phien-ban-tieng-viet-bao-hanh-12-thang-i2183943380.html,Camera IP Wifi Yoosee 5G FNKVISION mẫu mới 2023 - quan sát 360 độ - phiên bản tiếng việt - bảo hành 12 tháng,299.000 ₫,22,22.0,25%off,22.0,(1),22.0,Hồ Chí Minh,Hồ Chí Minh
22,https://www.lazada.vn/products/sq11-camera-mini-hd-camera-an-ninh-gia-dinh-1080p-khong-day-tam-nhin-ban-dem-may-quay-video-the-thaocamera-sieu-nhomay-quay-phim-mini-may-quay-phim-sieu-nho-nhin-dem-voi-cam-bien-nho-dvr-dv-i1048776329.html,"SQ11 Camera Mini HD, Camera An Ninh Gia Đình 1080P Không Dây Tầm Nhìn Ban Đêm Máy Quay Video Thể Thao,camera siêu nhỏ,Máy Quay Phim Mini , Máy Quay Phim Siêu Nhỏ Nhìn Đêm Với Cảm Biến Nhỏ DVR DV",78.896 ₫,23,23.0,38%off,23.0,(50),23.0,280 Đã bán,Tây Ninh
23,https://www.lazada.vn/products/camera-ip-wifi-yoosee-than-xoay-4-rau-36-led-30mps-ngoai-troi-chong-nuoc-xoay-360-bat-song-manh-hon-i1371715036.html,CAMERA IP WIFI YOOSEE THÂN XOAY 4 RÂU 36 LED 3.0Mps NGOÀI TRỜI CHỐNG NƯỚC XOAY 360 - BẮT SÓNG MẠNH HƠN,422.000 ₫,24,24.0,35%off,24.0,(33),24.0,161 Đã bán,Hồ Chí Minh
24,https://www.lazada.vn/products/camera-yoosee-ngoai-troi-4-rau-36-led-xoay-360-do-dam-thoai-2-chieu-camrera-yoosee-50-mpx-ban-dem-co-mau-bh-1-doi-1-i2112827669.html,"Camera yoosee ngoài trời 4 râu, 36 led, xoay 360 độ, đàm thoại 2 chiều - Camrera yoosee 5.0 Mpx ban đêm có màu | BH 1 đổi 1",402.000 ₫,25,25.0,33%off,25.0,(17),25.0,27 Đã bán,Hà Nội
25,https://www.lazada.vn/products/camera-imou-a2-4m-qhd-2k-xoay-360-do-dam-thoai-2-chieu-bao-dong-chong-trom-wifi-trong-nha-chinh-hang-i1640222060.html,Camera IMOU A2 4M QHD 2K Xoay 360 Độ- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Wifi Trong Nhà Chính Hãng,699.000 ₫,26,26.0,50%off,26.0,(89),26.0,321 Đã bán,Đà Nẵng
26,https://www.lazada.vn/products/camera-imou-ngoai-troi-f22p-hang-chinh-hang-i1361053624.html,Camera imou ngoài trời F22P Hàng chính hãng,680.000 ₫,27,,,,,,,Đà Nẵng
27,https://www.lazada.vn/products/camera-yoosee-3-rau-trong-nha-50mpx-xoay-360-do-ho-tro-xem-dem-co-mau-dam-thoai-2-chieu-bao-hanh-trong-vong-12-thang-1-doi-1-trong-vong-7-ngay-neu-san-pham-co-loi-i1968773121.html,"Camera Yoosee 3 râu trong nhà 5.0mpx xoay 360 độ, hỗ trợ xem đêm có màu, đàm thoại 2 chiều, bảo hành trong vòng 12 tháng, 1 đổi 1 trong vòng 7 ngày nếu sản phẩm có lỗi",255.000 ₫,28,28.0,49%off,28.0,(116),28.0,572 Đã bán,Hồ Chí Minh
28,https://www.lazada.vn/products/camera-yoosee-ptz-4-rau-101415-led-xoay-360-do-chong-nuoc-quay-dem-co-mau-hinh-anh-ro-net-i1345220791.html,CAMERA YOOSEE PTZ 4 RÂU 10/14/15 LED XOAY 360 ĐỘ - CHỐNG NƯỚC - QUAY ĐÊM CÓ MÀU - HÌNH ẢNH RÕ NÉT,419.000 ₫,29,29.0,36%off,29.0,(55),29.0,285 Đã bán,Hồ Chí Minh
29,https://www.lazada.vn/products/camera-wifi-imou-ipc-c22sp-2megapixel-giam-sat-thong-minh-phat-hien-nguoi-ai-i1693207854.html,Camera wifi Imou IPC C22SP 2megapixel giám sát thông minh phát hiện người AI,438.000 ₫,30,,,,,,,Đà Nẵng
30,https://www.lazada.vn/products/phong-cach-el-camera-mini-camera-quan-sat-full-hd-2k-man-hinh-mang-ip-wifi-khong-day-goc-nhin-150-do-ung-dung-i1862934952.html,[Phong Cách EL] Camera Mini Camera Quan Sát Full HD 2K Màn Hình Mạng IP WiFi Không Dây Góc Nhìn 150 Độ Ứng Dụng,77.165 ₫,31,31.0,43%off,31.0,(6),31.0,38 Đã bán,Nước ngoài
31,https://www.lazada.vn/products/camera-yoosee-wifi-ptz-38-led-xoay-360-sieu-net-full-hd-50mpx-chuyen-dung-ngoai-troi-bh-1-nam-i1890433056.html,Camera Yoosee wifi PTZ 38 LED xoay 360 Siêu nét FULL HD 5.0Mpx Chuyên Dụng ngoài trời BH 1 năm,359.000 ₫,32,32.0,49%off,32.0,(85),32.0,333 Đã bán,Bắc Ninh
32,https://www.lazada.vn/products/2k-camera-wifi-fnkvision-sieu-net-yoosee-5mp-360-dam-thoai-2-chieu-quan-sat-toan-canh-i2049741015.html,"2K Camera Wifi Fnkvision siêu nét YOOSEE 5MP 360° đàm thoại 2 chiều, - quan sát toàn cảnh",246.000 ₫,33,33.0,51%off,33.0,(1),33.0,Hồ Chí Minh,Hồ Chí Minh
33,https://www.lazada.vn/products/camera-wifi-imou-cue-2c-i-phat-hien-con-nguoi-i-phat-hien-am-thanh-bat-thuong-i-bao-hanh-2-nam-i-c22cp-i2008950007.html,Camera Wifi Imou Cue 2C I Phát hiện con người I Phát hiện âm thanh bất thường I Bảo hành 2 năm I C22CP,446.547 ₫,34,34.0,44%off,34.0,(64),34.0,498 Đã bán,Hà Nội
34,https://www.lazada.vn/products/bao-hanh-1-nam-camera-wifi-mini-camera-sieu-nho-giam-sat-ip-v380-pro-ket-noi-dien-thoai-thong-minh-camera-360-do-camera-an-ninh-gia-dinh-trong-nha-ngoai-troi-gia-re-i2072772787.html,"[Bảo hành 1 năm] Camera wifi mini, camera siêu nhỏ giám sát IP V380 Pro kết nối điện thoại thông minh, camera 360 độ, camera an ninh gia đình, trong nhà, ngoài trời giá rẻ",301.963 ₫,35,35.0,44%off,35.0,(121),35.0,150 Đã bán,Hồ Chí Minh
35,https://www.lazada.vn/products/camera-ycc-365-yc1072-xoay-360-do-dam-thoai-2-chieu-bao-dong-chong-trom-wifi-khong-day-trong-nha-i1284512565.html,Camera YCC 365 YC1072 Xoay 360 Độ- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Wifi Không Dây Trong Nhà,312.352 ₫,36,36.0,53%off,36.0,(25),36.0,94 Đã bán,Đà Nẵng
36,https://www.lazada.vn/products/camera-carecam-hk30-xoay-360-do-full-hd-30mp-1080p-dam-thoai-2-chieu-ban-dem-co-mau-bao-dong-chong-trom-wifi-khong-day-ngoai-troi-i1268325900.html,Camera CARECAM HK30 Xoay 360 Độ Full HD 3.0MP 1080p- Đàm Thoại 2 Chiều- Ban Đêm Có Màu- Báo Động Chống Trộm- Wifi Không Dây Ngoài Trời,549.000 ₫,37,37.0,50%off,37.0,(23),37.0,55 Đã bán,Đà Nẵng
37,https://www.lazada.vn/products/camera-super-guard-xoay-360-do-full-hd-20m-1080p-dam-thoai-2-chieu-bao-dong-chong-trom-wifi-khong-day-trong-nha-i1742545156.html,Camera SUPER GUARD S036 Xoay 360 Độ Full HD 2.0M 1080p- Đàm Thoại 2 Chiều- Báo Động Chống Trộm- Wifi Không Dây Trong Nhà,379.000 ₫,38,38.0,50%off,38.0,(16),38.0,44 Đã bán,Đà Nẵng
38,https://www.lazada.vn/products/bh-1-nam-tuy-chon-the-3264128-camera-ngoai-troi-ptz-36-led-yoosee-fhd-1080p-mau-moi-xoay-360-do-chong-nuoc-xem-ban-dem-co-mau-moi-nhat-i2127611147.html,"(BH 1 NĂM - TÙY CHỌN THẺ 32/64/128 ) Camera Ngoài Trời PTZ 36 LED YooSee FHD 1080P Mẫu Mới, Xoay 360 độ chống nước xem ban đêm có màu mới nhất",279.000 ₫,39,39.0,46%off,39.0,(56),39.0,286 Đã bán,Bắc Ninh
39,https://www.lazada.vn/products/camera-giam-sat-gia-dinh-2022-camera-giam-sat-camera-ip-chinh-hang-gia-re-camera-an-ninh-wifi-mini-w11-1080p-hd-kem-phu-kien-full-hd-1080p-nho-gon-chat-luong-sieu-net-chan-cam-usb-bao-dong-khi-phat-hien-vat-chuyen-dong-qua-app-i2013566984.html,"Camera Giám Sát Gia Đình 2022 - Camera Giám Sát, Camera IP Chính Hãng, Giá Rẻ - Camera An Ninh Wifi Mini W11 1080P HD Kèm Phụ Kiện - Full HD 1080P Nhỏ Gọn, Chất Lượng Siêu Nét, Chân Cắm USB, Báo Động Khi Phát Hiện Vật Chuyển Động Qua App",473.002 ₫,40,40.0,53%off,40.0,(65),40.0,271 Đã bán,Hồ Chí Minh
