,shop_id,shop_name,rating_bad,rating_good,rating_normal,rating_star,place,create_time
197,14012700,rita_official,2,445,6,4.924107,"Quận Phú Nhuận, TP. Hồ Chí Minh",1482131719
198,561259298,brand.home,49,13805,170,4.926993,"Quận Bình Tân, TP. Hồ Chí Minh",1633965532
199,99552004,hainam_auto,86,4759,125,4.826247,"Quận Hà Đông, Hà Nội",1540791415
200,169537755,at.car,912,43414,1449,4.799311,"Huyện Thanh Trì, Hà Nội",1565452802
201,462125616,rehoboth.vn,9,387,9,4.815789,,1623146562
202,154874805,matu_shop,18,1860,41,4.870882,"Quận Hà Đông, Hà Nội",1560319151
203,343537617,oops_shop.vn,25,839,29,4.760547,,1606119364
204,173997513,thienvuongshop87,29,735,32,4.697051,"Quận Bắc Từ Liêm, Hà Nội",1567054253
205,238323920,fasvineveryone,11,546,20,4.772085,"Quận Thanh Xuân, Hà Nội",1584942641
206,35463152,hoangtuanshopvn,316,12966,499,4.769273,"Huyện Hoài Đức, Hà Nội",1505890480
207,73436667,autocap.top,5,1001,14,4.91269,"Quận Nam Từ Liêm, Hà Nội",1528263235
208,126479086,tongkhontotomn,5,229,5,4.831933,"Thành Phố Thủ Đức, TP. Hồ Chí Minh",1550154126
209,119353306,qeufjhpoo.vn,91,1639,76,4.648451,,1547020051
210,59469433,ontekco.official.store,98,3660,93,4.76467,"Huyện Thanh Trì, Hà Nội",1520330477
211,43343881,automartshop,0,19,1,4.842105,"Quận Cầu Giấy, Hà Nội",1510591284
212,43343881,automartshop,0,19,1,4.842105,"Quận Cầu Giấy, Hà Nội",1510591284
213,107128697,fukoauto,190,17608,521,4.837692,"Quận Hoàng Mai, Hà Nội",1542939870
214,691583428,elite90s.store.smartdevice,3,20,1,4.291667,"Quận Bình Tân, TP. Hồ Chí Minh",1645156276
215,706341401,ontekco.hungyen,4,142,0,4.790698,"Huyện Kim Động, Hưng Yên",1646373902
216,206468529,autotop1.vn,10,326,11,4.755814,,1575622313
217,500301250,gomhang.vn,30,1129,43,4.742259,"Quận Ba Đình, Hà Nội",1627633635
218,759356478,sagetechnology.vn,37,819,45,4.631458,,1651136683
219,206468529,autotop1.vn,10,326,11,4.755814,,1575622313
220,43823101,congnghe360,14,300,10,4.695082,"Quận Thanh Xuân, Hà Nội",1510895524
221,319537627,combabystore,0,0,0,,"Huyện Hoài Đức, Hà Nội",1602127578
222,115715604,evean.vn,100,1352,102,4.520683,,1545363009
223,706615245,annehong.vn,9,116,6,4.520325,,1646394282
224,19576196,ontek_dashcam,86,2710,112,4.732799,"Huyện Thanh Trì, Hà Nội",1491226775
225,118753950,congnghesovietnam,85,4860,159,4.812313,"Quận Ba Đình, Hà Nội",1546761638
226,22123151,dc_vietnam_official,12,1385,18,4.896703,"Quận Nam Từ Liêm, Hà Nội",1494391869
227,783767318,ola_home,2,129,2,4.853448,"Quận Hà Đông, Hà Nội",1653985632
228,22123151,dc_vietnam_official,12,1385,18,4.896703,"Quận Nam Từ Liêm, Hà Nội",1494391869
229,290991655,smartour1.vn,0,29,1,4.9,,1596168313
230,311498714,starlight5,4,38,1,4.511628,"Thành Phố Phủ Lý, Hà Nam",1600433654
231,99552004,hainam_auto,86,4759,125,4.826247,"Quận Hà Đông, Hà Nội",1540791415
232,115715604,evean.vn,100,1352,102,4.520683,,1545363009
233,173997513,thienvuongshop87,29,735,32,4.697051,"Quận Bắc Từ Liêm, Hà Nội",1567054253
234,651436353,khuonghda,1,54,3,4.769231,"Quận 3, TP. Hồ Chí Minh",1641783350
235,178804179,qingqingnianhua09.vn,5,61,4,4.528571,,1568265863
236,353651999,superguard.vietnam,66,1888,77,4.718814,"Quận Hà Đông, Hà Nội",1607597105
237,769078898,imouhanoi,7,440,10,4.84633,"Quận Hai Bà Trưng, Hà Nội",1652253423
238,529351798,trangiatelecom.vn,11,1540,18,4.927041,"Quận Gò Vấp, TP. Hồ Chí Minh",1630820076
239,275585897,smart.camera.store,14,2081,27,4.910901,"Quận Thanh Xuân, Hà Nội",1592450290
240,275585897,smart.camera.store,14,2081,27,4.910901,"Quận Thanh Xuân, Hà Nội",1592450290
241,347048079,deli_oa_officialstore,47,3328,84,4.843201,"Huyện Thường Tín, Hà Nội",1606628442
242,909180316,camera.toancau,1,519,0,4.990329,"Quận Hải An, Hải Phòng",1669459406
243,297411514,z.store.sg,65,3003,95,4.79249,"Quận Tân Bình, TP. Hồ Chí Minh",1597569261
244,909180316,camera.toancau,1,519,0,4.990329,"Quận Hải An, Hải Phòng",1669459406
245,14012700,rita_official,2,445,6,4.924107,"Quận Phú Nhuận, TP. Hồ Chí Minh",1482131719
246,14012700,rita_official,2,445,6,4.924107,"Quận Phú Nhuận, TP. Hồ Chí Minh",1482131719
247,667164735,ddpaiofficial,8,1022,10,4.92885,"Quận Bình Tân, TP. Hồ Chí Minh",1643103586
248,178846272,phukienxehay68,26,1207,40,4.786859,"Quận Hà Đông, Hà Nội",1568277708
249,28002255,phukienotogiare,60,2285,79,4.764632,"Quận 11, TP. Hồ Chí Minh",1500285676
250,600892110,mihnstoreofficial,16,2719,40,4.900548,"Quận Hà Đông, Hà Nội",1637662769
251,859581018,micro.karaoke.ontekco,6,209,4,4.711268,"Huyện Thanh Trì, Hà Nội",1662641803
252,3075268,zestore.vn,802,97195,2429,4.866745,"Quận Bắc Từ Liêm, Hà Nội",1454205168
253,833842081,asawin.vn,8,535,15,4.863139,,1659604028
254,858613655,ontekco.flagship.store,1,300,9,4.858736,"Huyện Thanh Trì, Hà Nội",1662534358
255,141300607,mai_na,98,7401,183,4.850514,"Thành Phố Thái Bình, Thái Bình",1555805142
256,206468529,autotop1.vn,10,326,11,4.755814,,1575622313
257,135245010,moistshodow.vn,60,1567,73,4.702736,,1553335458
258,767533600,giga.hcm,25,4064,47,4.915071,"Quận 12, TP. Hồ Chí Minh",1652089787
259,154342691,evean2.vn,135,3645,195,4.698845,,1560131386
260,617021956,qianhai008.vn,65,1817,104,4.681725,,1638948750
261,8453018,shopdocvn,17,890,33,4.807609,"Quận Hà Đông, Hà Nội",1469986447
262,218932068,crownfamily1.vn,28,1025,78,4.687386,,1578892400
263,59367109,trongltctn,121,1508,112,4.514134,"Thị Xã Phổ Yên, Thái Nguyên",1520263608
264,201529226,mjy5.vn,40,885,41,4.675789,,1574241502
265,6966270,s0nsjeusa0,20,592,18,4.758509,"Quận 12, TP. Hồ Chí Minh",1466210385
266,206468529,autotop1.vn,10,326,11,4.755814,,1575622313
267,615301713,nhi_at77,3,76,4,4.691358,"Huyện Hoài Đức, Hà Nội",1638805049
268,99552004,hainam_auto,86,4759,125,4.826247,"Quận Hà Đông, Hà Nội",1540791415
269,704221539,kimnhung_store,5,1351,15,4.906015,"Quận Hoàng Mai, Hà Nội",1646210996
270,14596070,phonglanrung190685,185,9096,386,4.777539,"Quận Hà Đông, Hà Nội",1483432565
271,765282202,xetabon_store,14,1481,13,4.931594,"Quận Gò Vấp, TP. Hồ Chí Minh",1651826005
272,115715604,evean.vn,100,1352,102,4.520683,,1545363009
273,28002255,phukienotogiare,60,2285,79,4.764632,"Quận 11, TP. Hồ Chí Minh",1500285676
274,417974504,4ainformation,16,3234,27,4.925522,"Quận Nam Từ Liêm, Hà Nội",1617688655
275,306168674,elderbrook.vn,240,6968,242,4.752446,,1599464030
276,16312645,haanhtuan93,67,3968,128,4.805806,"Quận Hà Đông, Hà Nội",1486563223
277,20428136,thaonhi172016,139,4383,188,4.709408,"Quận Phú Nhuận, TP. Hồ Chí Minh",1492349895
278,51897222,phutungchinhhang79,80,8682,145,4.886758,"Thành Phố Thủ Đức, TP. Hồ Chí Minh",1515630664
279,127040768,minhdo021087,7,566,29,4.792929,"Quận Hai Bà Trưng, Hà Nội",1550400746
280,401258214,3c_factory.vn,3,220,1,4.931507,,1615450972
281,208007967,lientranhihi,4,101,11,4.6,"Quận Hoàng Mai, Hà Nội",1575955128
282,77619898,sieuthitaigia,16,259,20,4.566102,"Huyện Việt Yên, Bắc Giang",1530713114
283,164933554,pembang.vn,567,15113,668,4.713189,,1563847764
284,410957130,hikitty.vn,15,650,19,4.801527,,1616743947
285,683659627,carzone.top,151,6921,226,4.793573,"Huyện Thanh Trì, Hà Nội",1644475956
286,646662818,officialstore70mai,40,6096,65,4.910938,"Quận Bình Tân, TP. Hồ Chí Minh",1641376519
287,73436667,autocap.top,5,1001,14,4.91269,"Quận Nam Từ Liêm, Hà Nội",1528263235
288,142059682,matduongsaigon,0,22,1,4.863636,"Quận Tân Phú, TP. Hồ Chí Minh",1556112667
289,31812189,phukienxehoi,882,31599,1333,4.741262,"Quận Hoàng Mai, Hà Nội",1503547016
290,142059682,matduongsaigon,0,22,1,4.863636,"Quận Tân Phú, TP. Hồ Chí Minh",1556112667
291,53355040,tueminhcar,22,3400,43,4.90625,"Quận Long Biên, Hà Nội",1516529218
292,74270646,openmall.vn,3665,92589,3796,4.712708,,1528700393
293,646662818,officialstore70mai,40,6096,65,4.910938,"Quận Bình Tân, TP. Hồ Chí Minh",1641376519
294,175702975,hothituat,21,2444,39,4.893509,"Quận Nam Từ Liêm, Hà Nội",1567574598
295,356131635,bachhoacamera,95,13151,125,4.925057,"Quận Hai Bà Trưng, Hà Nội",1607787350
296,190753408,tongkhocongngheso.top1,109,16146,246,4.906938,"Quận Cầu Giấy, Hà Nội",1571742769
297,353651999,superguard.vietnam,66,1888,77,4.718814,"Quận Hà Đông, Hà Nội",1607597105
298,48608792,camera_a_tan_official_store_sg,442,16283,651,4.741978,"Quận Tân Bình, TP. Hồ Chí Minh",1513528275
299,168581444,0865397692.camera,702,31829,1019,4.787667,"Quận Hà Đông, Hà Nội",1565148282
300,168581444,0865397692.camera,702,31829,1019,4.787667,"Quận Hà Đông, Hà Nội",1565148282
301,958799041,hanoinew90,4,378,2,4.955614,"Quận Đống Đa, Hà Nội",1677139120
302,55564549,tronghoa250295,728,26314,948,4.755952,"Quận Gò Vấp, TP. Hồ Chí Minh",1517849618
303,16511872,linhkienthietbigiasi,1100,35016,1522,4.722459,"Quận 12, TP. Hồ Chí Minh",1486918285
304,11279821,camerayoosee,1680,58206,2125,4.752559,"Quận Hà Đông, Hà Nội",1476941908
305,240599339,noithatotoh3,1,110,0,4.93578,"Quận Hai Bà Trưng, Hà Nội",1585658053
306,729719775,sieunhanh689,20,819,26,4.785805,"Quận Hà Đông, Hà Nội",1648190036
307,6480592,anhtuan6290,116,4317,146,4.770567,"Huyện Thanh Trì, Hà Nội",1465186204
308,759356478,sagetechnology.vn,37,819,45,4.631458,,1651136683
309,3075268,zestore.vn,802,97195,2429,4.866745,"Quận Bắc Từ Liêm, Hà Nội",1454205168
310,24917393,bonjovi3,0,0,0,,"Thành Phố Vinh, Nghệ An",1496994167
311,765282202,xetabon_store,14,1481,13,4.931594,"Quận Gò Vấp, TP. Hồ Chí Minh",1651826005
312,19874119,vietsmartauto,148,3362,167,4.661492,"Quận Hoàng Mai, Hà Nội",1491577800
313,253605091,froodq2,282,7428,352,4.701688,"Thành Phố Thủ Đức, TP. Hồ Chí Minh",1587724210
314,84474001,thaiduongauto,18,297,19,4.578313,"Huyện Việt Yên, Bắc Giang",1534295359
315,154342691,evean2.vn,135,3645,195,4.698845,,1560131386
316,238323920,fasvineveryone,11,546,20,4.772085,"Quận Thanh Xuân, Hà Nội",1584942641
317,14012700,rita_official,2,445,6,4.924107,"Quận Phú Nhuận, TP. Hồ Chí Minh",1482131719
318,345363894,khongbanginuadau,9,1001,7,4.936473,"Huyện Chương Mỹ, Hà Nội",1606378131
319,74270646,openmall.vn,3665,92589,3796,4.712708,,1528700393
320,49113836,thegioicap,210,5021,230,4.686092,"Quận Thanh Xuân, Hà Nội",1513847534
321,340928935,bestcar.vn,1,111,5,4.853211,,1605688430
322,447713712,yeguozhang1346.vn,42,1294,56,4.722665,,1621513601
323,178846272,phukienxehay68,26,1207,40,4.786859,"Quận Hà Đông, Hà Nội",1568277708
324,55564549,tronghoa250295,728,26314,948,4.755952,"Quận Gò Vấp, TP. Hồ Chí Minh",1517849618
325,596649660,cameraxetabonoficialstore,51,637,29,4.622348,"Quận Thanh Xuân, Hà Nội",1637288842
326,811281344,i55xp8ko9w,100,1830,122,4.585306,"Quận Bắc Từ Liêm, Hà Nội",1657077101
327,130902394,hmtrade.vn,37,1467,36,4.808959,,1551684156
328,706615245,annehong.vn,9,116,6,4.520325,,1646394282
329,93193644,minhtinshop,401,70491,883,4.915816,"Quận Nam Từ Liêm, Hà Nội",1538129246
330,615301713,nhi_at77,3,76,4,4.691358,"Huyện Hoài Đức, Hà Nội",1638805049
331,447713712,yeguozhang1346.vn,42,1294,56,4.722665,,1621513601
332,77619898,sieuthitaigia,16,259,20,4.566102,"Huyện Việt Yên, Bắc Giang",1530713114
333,43343881,automartshop,0,19,1,4.842105,"Quận Cầu Giấy, Hà Nội",1510591284
334,178846272,phukienxehay68,26,1207,40,4.786859,"Quận Hà Đông, Hà Nội",1568277708
335,662082869,tongkhocamerawifi,93,5451,95,4.831553,"Huyện Thanh Oai, Hà Nội",1642666989
336,46898496,lanle371a,520,19068,807,4.742682,"Quận Hoàng Mai, Hà Nội",1512705824
337,289688291,tinchigh.vn,158,7194,256,4.788592,,1595840616
338,96537614,vietmap_official_store,10,494,19,4.802303,"Huyện Bình Chánh, TP. Hồ Chí Minh",1539592544
339,615301713,nhi_at77,3,76,4,4.691358,"Huyện Hoài Đức, Hà Nội",1638805049
340,115715604,evean.vn,100,1352,102,4.520683,,1545363009
341,282548111,lighting01.vn,54,1023,62,4.63511,,1594111566
342,223167372,bon_banh_mien_trung,1,295,1,4.938567,"Quận Cẩm Lệ, Đà Nẵng",1580301359
343,178846272,phukienxehay68,26,1207,40,4.786859,"Quận Hà Đông, Hà Nội",1568277708
344,299252,cuahangtcs,2744,214339,5422,4.843861,"Quận Hoàng Mai, Hà Nội",1439005294
