,id,sku,short_description,price,list_price,discount,discount_rate,review_count,quantity_sold,cs_id,cs_name,stock_item,inventory_status,product_name,brand_id,brand_name,location
0,242618146,7561995270988,"Lưu ý: Nhiều trường hợp do dùng thẻ nhớ không chính hãng nên camera không nhận thẻ nhớ, trong trường hợp đó shop không hỗ trợ lỗi đọc thẻ nhớ. Để được hỗ trợ tốt nhất hãy mua kèm thẻ nhớ của shop.- K...",669000,900000,231000,26,103,502,222073,TRANGIATELECOM,1000,available,Camera IMOU wifi A22EP 1080P 2M xoay 360 độ đàm thoại 2 chiều - Hàng chính hãng,416097,IMOU,Trong nước
1,41319582,6953422443341,"Phát hiện chuyển độngCamera C6N của EZVIZ được trang bị chức năng Smart IR, sử dụng công nghệ chiếu sáng hồng ngoại (IR) tiên tiến giúp thu được nhiều chi tiết hơn trong điều kiện thiếu sáng...",489000,959000,470000,49,4369,40581,1,Tiki Trading,1000,available,Camera IP Wifi Trong Nhà EZVIZ C6N 1080p - Hàng Chính Hãng,247217,EZVIZ,Trong nước
2,84866683,2786575340597,"Thiết kế nhỏ gọn, tiện lợi Camera IP Wifi Trong Nhà Ezviz Mini CS-C1C-B 1080p là sản phẩm Camera IP wifi trong nhà được thiết kế kiểu dáng hiện đại phù hợp lắp đặt nhiều vị trí trong nhà. Cọc định vị...",458000,990000,532000,54,459,2836,1,Tiki Trading,1000,available,Camera IP Wifi Trong Nhà Ezviz Mini CS-C1C-B 1080p - Hàng Chính Hãng,247217,EZVIZ,Trong nước
3,74500335,3915735137426,"Camera WiFi TP-Link Tapo C200 Giám Sát An Ninh Video Độ Nét Cao: Ghi lại mọi chi tiết ở độ phân giải 1080p rõ nét.Chế Độ Quan Sát Ban Đêm Nâng Cao: Ngay cả vào ban đêm, camera có thể nhìn thấy ...",469000,899000,430000,48,2756,12607,154163,TP-Link Official Store,1000,available,Camera IP Wifi TP-Link Tapo C200 Full HD 1080P Giám sát An Ninh - Hàng Chính Hãng,27464,TP-Link,Trong nước
4,170490830,3018473667541,Trò chuyện bất cứ lúc nàoCamera IP Wifi Trong Nhà EZVIZ TY1 1080p  giúp bạn trò chuyện với những người thân yêu của bạn và ngăn chặn những người lạ không được chào đón - tất cả đều bằng cách sử dụng ...,538000,959000,421000,44,42,357,1,Tiki Trading,1000,available,Camera IP Wifi Trong Nhà EZVIZ TY1 1080p - Hàng chính hãng,247217,EZVIZ,Trong nước
5,102806988,2855664249373,"  Góc nhìn siêu rộng 360 độ, chỉ 01 camera xem được mọi góc của căn phòng   Chất lượng camera HD rõ đẹp   Đàm thoại 2 chiều rõ ràng từ xa   Đèn led sáng rõ với chế độ mở cảm biến tự động   ------...",370500,390000,19500,5,22,113,265319,Shop Phân Phối Camera,1000,available,Camera YOOSEE WIFI Tích Hợp Bóng Đèn Led Sáng Quan Sát Toàn Cảnh 360° Không Có Góc Khuất Kèm Thẻ Nhớ 64GB CHÍNH HÃNG,111625,Yoosee,Trong nước
6,46462092,2933386732563,"Chất lượng hình ảnhCamera EZVIZ CS-C6N-A0-1C2WFR (C6N 1080P) có độ phân giải Full HD ( 1920x1080 ) nên hình ảnh được ghi rất rõ nét, chất lượng hình ảnh được đánh giá cao. Thiết bị được tích hợp tính...",489000,959000,470000,49,411,5678,1,Tiki Trading,1000,available,Camera IP Wifi Trong Nhà EZVIZ C6N 1080p (CS-C6N) - Hàng Chính Hãng,247217,EZVIZ,Trong nước
7,162227436,9753808374178,Camera WiFi quay & quét thông minhCamera IP Wifi Deli Full HD 1080P ES102 dễ dàng quan sát 360 độ toàn bộ không gian của bạn cùng tính năng theo dõi thông minh. Bảo vệ cho bạn - cả ngày lẫn đêm....,299000,898200,599200,67,211,804,113115,Deli Official Store,1000,available,"Camera IP Wifi Deli Full HD 1080P 360 Độ Đàm Thoại 2 Chiều - An Ninh Gia Đình, Văn Phòng - Hàng Chính Hãng - ES102",46703,Deli,Trong nước
8,101349749,3789506142945,– Góc quay 150 độ cực kì rộng giúp bạn có những góc nhìn rõ ràng và bao quát nhất.– Hỗ trợ thẻ nhớ tối đa 128GB giúp bạn hoàn toàn có thể lưu trữ được thông tin lên tới 15 ngày liên tục và đầy thẻ nh...,300000,300000,0,0,73,358,188895,CameraMini,1000,available,"Camera mini siêu nhỏ giám sát A9 FullHD 1080p IP wifi kết nối với điện thoại, có pin",111461,OEM,Trong nước
9,117076592,2528257105031,Camera WiFi quay & quét thông minhCamera IP Wifi Trong Nhà EZVIZ C6N 4MP 2K dễ dàng quan sát 360 độ toàn bộ không gian của bạn cùng tính năng theo dõi thông minh. Bảo vệ cho bạn - cả ngày lẫn đêm...,679000,1200000,521000,43,128,1028,1,Tiki Trading,1000,available,Camera IP Wifi Trong Nhà EZVIZ C6N 4MP 2K - Hàng Chính Hãng,247217,EZVIZ,Trong nước
10,242443347,3092626268795,"* Sản phẩm có 3 thuộc tính lựa chọn, Quý khách lưu ý chọn đúng thuộc tính cần mua:1. CAMERA KHÔNG THẺ2. CAMERA + THẺ 32GB3. CAMERA + THẺ 64GB THÔNG TIN SẢN PHẨM- Camera Wifi Yoosee hình ...",248000,248000,0,0,1,9,196510,ĐiệnTửSàiGòn,1000,available,"Camera Yoosee Bóng Đèn Thế Hệ Mới 3.0MP - Xoay 360 Độ, Xem Đêm Có Màu, Mẫu Mới 2023 - Hàng Chính Hãng",111625,Yoosee,Trong nước
11,3672421,1668249307237,"Thiết kế siêu nhỏ Camera Quan Sát Siêu Nhỏ SQ11  có thiết kế siêu nhỏ, chỉ bằng một đốt ngón tay, người dùng có thể dễ dàng mang đi bất cứ nơi đâu.Hình ảnh chất lượng caoTích hợp camera hồng ngoại...",83300,89000,5700,6,9,57,131238,Tổng Kho MB,1000,available,Camera Quan Sát Siêu Nhỏ SQ11 - Hàng Nhập Khẩu,111461,OEM,Trong nước
12,127010975,4547095575218,Tính năng: Hàng mới 100% và chất lượng caoDành cho an ninh gia đình/văn phòng và cảnh quan đẹp trên đường điGóc siêu rộng 120 °Xem và ghi hình thời gian thực HD 1080PCamera ẩn mini IP WIFI không d...,989000,989000,0,0,0,0,0,,0,available,Camera An Ninh IP 1080P HD Không Dây Wifi 3Tech Little Stars Camera IR Camera Mini CCTV A9S,111461,OEM,Trong nước
13,74829862,8309919437498,"Camera Wifi Yoosee Cố Định Ngoài Trời - Ban Đêm Có Màu Khi Bật Đèn Trợ Sáng - Đàm Thoại 2 Chiều * Sản phẩm có 3 thuộc tính lựa chọn, Quý khách lưu ý chọn đúng thuộc tính cần mua:1. Camera Không Thẻ...",378000,448000,70000,16,46,201,196510,ĐiệnTửSàiGòn,1000,available,Camera IP Wifi Ngoài Trời Yoosee 1080P - Ban Đêm Có Màu - Đàm Thoại 2 Chiều - Hàng Nhập Khẩu,111625,Yoosee,Trong nước
14,205224085,3468816357272,"* Sản phẩm có 3 thuộc tính lựa chọn, Quý khách lưu ý chọn đúng thuộc tính cần mua:1. CAMERA KHÔNG THẺ2. CAMERA + THẺ 32GB3. CAMERA + THẺ 64GB THÔNG TIN SẢN PHẨM- Camera Wifi Yoosee hình ...",249000,249000,0,0,2,17,196510,ĐiệnTửSàiGòn,1000,available,"Camera Yoosee bóng đèn thế hệ mới 3.0MP - xoay 360 độ, xem đêm có màu, mẫu mới 2022 - Hàng Nhập Khẩu",111625,Yoosee,Trong nước
15,242618602,5326890970610,"Lưu ý: Nhiều trường hợp do dùng thẻ nhớ không chính hãng nên camera không nhận thẻ nhớ, trong trường hợp đó shop không hỗ trợ lỗi đọc thẻ nhớ. Để được hỗ trợ tốt nhất hãy mua kèm thẻ nhớ của shop. C...",535000,850000,315000,37,50,210,222073,TRANGIATELECOM,1000,available,Camera wifi Ezviz C6N không dây xoay 360 độ đàm thoại 2 chiều - Hàng chính hãng,247217,EZVIZ,Trong nước
16,116987925,9138707779275,9x8x7  ...,370000,370000,0,0,0,0,0,,0,available,"Camera ip Yoosee Wifi 3 Râu 8 Led Có Màu Ban Đêm, xoay 360 độ, Bản Chuẩn 1080Pixel - Hàng Nhập Khẩu",111625,Yoosee,Trong nước
17,200004710,5357987822121,"* Sản phẩm có 3 thuộc tính lựa chọn, Quý khách vui lòng bấm vào đường dẫn dưới đây để chọn mua:1. CAMERA KHÔNG THẺ2. CAMERA + THẺ 32GB3. CAMERA + THẺ 64GB THÔNG TIN SẢN PHẨM- Camera Wifi Yoosee ...",259000,259000,0,0,18,125,196510,ĐiệnTửSàiGòn,1000,available,Camera Yoosee Bóng Đèn Thế Hệ Mới 8 Led 5.0Mp Góc Rộng Siêu Nét Full Hd Hồng Ngoại Quay Đêm Hàng Chính Hãng,111625,Yoosee,Trong nước
18,56258018,9068433778287,"Camera Srihome SH035 3.0Mpx chất lượng ghi hình caoVới độ phân giải là 1296P thì Camera SriHome có 3 lựa chọn độ phân giải lần lượt từ SD, HD và đến mức cao nhất là 1296P, đã vượt qua độ nét thông th...",734000,734000,0,0,1,1,39503,HolaHola,1000,available,Camera IP Ngoài trời chống nước 3Mpx Srihome SH035 - Wifi khỏe - Hàng chính hãng,624847,SriHome,Trong nước
19,177310642,1136512768570,"       ✯ ✯ ✯ Đặc Điểm:   ️ Dễ dàng lắp đặt, thiết kế đơn giản.   ️ Phát hiện chuyển động và cảnh báo ban đêm và chuyển động, các chức năng này là cơ sở của camera an ninh trong nhà này. Bạn khôn...",131000,131000,0,0,0,0,0,,0,available,Camera mini A9 hình ảnh HD kết nối Wifi hồng ngoại ngoài trời,111461,OEM,Trong nước
20,170340161,6663554648516,"Lưu ý: Nhiều trường hợp do dùng thẻ nhớ không chính hãng nên camera không nhận thẻ nhớ, trong trường hợp đó shop không hỗ trợ lỗi đọc thẻ nhớ. Để được hỗ trợ tốt nhất hãy mua kèm thẻ nhớ của shop.- K...",850000,850000,0,0,0,0,0,,0,available,"Camera IP wifi không dây IMOU F42P, F42FP, F42FEP siêu nét đàm thoại 2 chiều - Hàng chính hãng",416097,IMOU,Trong nước
21,176227854,3531737501395,  ...,1040000,1040000,0,0,20,70,232078,IMOU Store,1000,available,Camera IP wifi ngoài trời IMOU Cruiser SE 2MP/4MP - Hàng Chính Hãng,416097,IMOU,Trong nước
22,242618146,7561995270988,"Lưu ý: Nhiều trường hợp do dùng thẻ nhớ không chính hãng nên camera không nhận thẻ nhớ, trong trường hợp đó shop không hỗ trợ lỗi đọc thẻ nhớ. Để được hỗ trợ tốt nhất hãy mua kèm thẻ nhớ của shop.- K...",669000,900000,231000,26,103,502,222073,TRANGIATELECOM,1000,available,Camera IMOU wifi A22EP 1080P 2M xoay 360 độ đàm thoại 2 chiều - Hàng chính hãng,416097,IMOU,Trong nước
23,191314222,6640671156944,* THÔNG TIN SẢN PHẨM:- Tên sản phẩm: Camera Wifi IP ngoài trời chống nước PTZ Deli Full HD 1080P xoay 360 độ ES103- ️Mã sản phẩm: ES103* TÍNH NĂNG NỔI BẬT CỦA SẢN PHẨM:- Kết nối Wi-Fi dễ dàng- Ch...,829000,1618200,789200,49,4,18,113115,Deli Official Store,1000,available,"Camera Wifi IP Ngoài Trời Chống Nước PTZ Deli Full HD 1080P Xoay 360 Độ ES103 - Xem Đêm Có Màu - Đàm Thoại Hai Chiều Phát Hiện Chuyển Động - Hàng Chính Hãng - Phù Hợp Giám Sát An Ninh Gia Đình, Công Sở, Trường Học",46703,Deli,Trong nước
24,23068516,9294923320722,"* Sản phẩm có 3 thuộc tính lựa chọn, Quý khách vui lòng bấm vào đường dẫn dưới đây để chọn mua:1. CAMERA KHÔNG THẺ2. CAMERA + THẺ 32GB3. CAMERA + THẺ 64GB* Khe cắm thẻ nhớ và nút Reset phía dưới m...",220000,240000,20000,8,1,6,196510,ĐiệnTửSàiGòn,1000,available,Camera IP Wifi Yoosee Full HD 1080P - Hàng Nhập Khẩu,111625,Yoosee,Trong nước
25,162227436,9753808374178,Camera WiFi quay & quét thông minhCamera IP Wifi Deli Full HD 1080P ES102 dễ dàng quan sát 360 độ toàn bộ không gian của bạn cùng tính năng theo dõi thông minh. Bảo vệ cho bạn - cả ngày lẫn đêm....,299000,898200,599200,67,211,804,113115,Deli Official Store,1000,available,"Camera IP Wifi Deli Full HD 1080P 360 Độ Đàm Thoại 2 Chiều - An Ninh Gia Đình, Văn Phòng - Hàng Chính Hãng - ES102",46703,Deli,Trong nước
26,173570812,1966186824564,CAMERA WIFI THÔNG MINH TP-LINK TAPO C100 / C110 AN NINH CHO GIA ĐÌNH- Thương hiệu: TP-Link- Xuất xứ: China- Video độ phân giải cao - Ghi lại hình ảnh sắc nét với độ phân giải 1080p Full HD- Tầm nh...,499000,790000,291000,37,14,130,154163,TP-Link Official Store,1000,available,Camera WiFi Thông Minh TP-Link Tapo C100 An Ninh Cho Gia Đình - Hàng Chính Hãng,27464,TP-Link,Trong nước
27,106641569,8618757872688,"CAMERA WIFI TRONG NHÀ YOOSEE 3 RÂUChức năng :Chống trộm, phát hiện chuyển động sẽ gửi thông báo về điện thoạĐàm thoại 2 chiềuTheo dõi đối tượng di chuyển, đối tượng đi đâu camera quay theo đóLưu ...",299000,299000,0,0,540,2069,114143,Goviz Store,1000,available,"Camera Wifi Trong Nhà Yoosee 3.0 Full HD, 3 Râu, Xoay 360 độ , Đàm Thoại 2 Chiều, Cảm Biến Báo Động – Hàng nhập khẩu",111625,Yoosee,Trong nước
28,161937080,2556334612039,"Camera Wifi Yoosee 4.0 Mpx Full HD, Dòng Ngoài Trời Xoay 360°* Lưu ý Sản phẩm có 3 thuộc tính lựa chọn, Quý khách vui lòng chọn đúng thuộc tính cần mua1. Camera Không Thẻ | ĐiệnTửSàiGòn | Tiki2. Ca...",588000,588000,0,0,23,108,196510,ĐiệnTửSàiGòn,1000,available,"Camera Wifi Yoosee 4.0 Mpx Full HD, Dòng Ngoài Trời Xoay 360°,C12 Xem Đêm Có Màu-Đàm Thoại 2 Chiều-Phát Hiện Chuyển Động Chống Trộm-Hàng Nhập Khẩu",111625,Yoosee,Trong nước
29,148713428,4492022478159,CAMERA WIFI TRONG NHÀ YOOSEE 3 RÂU  QUAY ĐÊM CÓ MÀULưu ý: Có 3 phân loại và 3 mức giá khác nhau quý khách chọn đúng phân loại cần mua.Camera chưa kèm thẻ. ( Chỉ có camera + phụ kiện đầy đủ)Camera...,299000,330000,31000,9,20,79,251116,Khang House,1000,available,"Camera Yoosee Trong Nhà Thế Hệ Mới Ban Đêm Có Màu, Đàm Thoại Hai Chiều Full HD 1080P-Hàng Nhập Khẩu",111625,Yoosee,Trong nước
30,75540518,9718456388610,"Camera Xiaomi Wifi 360 Mi Home Security Độ Phân Giải Full HD 1080P Đàm Thoại 2 Chiều Cảm Biến Chuyển Động,Chế Độ Chống Trộm - Hàng chính hãngLà dòng sản phẩm camera 360 được rất nhiều khách hàng ưu ...",783020,829000,45980,6,139,646,129537,Mi Hoàng Gia,1000,available,"Camera Xiaomi Wifi 360 Mi Home Security Độ Phân Giải Full HD 1080P Đàm Thoại 2 Chiều Cảm Biến Chuyển Động, Chế Độ Chống Trộm - Hàng chính hãng",25422,Xiaomi,Trong nước
31,187623126,8089837850817,Combo Camera WiFi TP-Link Tapo C200 2MP và Thẻ Nhớ MicroSD Kioxia 32Gb/64Gb/128GbVideo Độ Nét Cao: Ghi lại mọi chi tiết ở độ phân giải 1080p rõ nét.Chế Độ Quan Sát Ban Đêm Nâng Cao: Ngay cả và...,579000,1079000,500000,46,71,556,154163,TP-Link Official Store,1000,available,Combo Camera WiFi TP-Link Tapo C200 2MP và Thẻ Nhớ MicroSD Kioxia/Dahua 32Gb/64Gb/128Gb - Hàng Chính Hãng,27464,TP-Link,Trong nước
32,242618602,5326890970610,"Lưu ý: Nhiều trường hợp do dùng thẻ nhớ không chính hãng nên camera không nhận thẻ nhớ, trong trường hợp đó shop không hỗ trợ lỗi đọc thẻ nhớ. Để được hỗ trợ tốt nhất hãy mua kèm thẻ nhớ của shop. C...",535000,850000,315000,37,50,210,222073,TRANGIATELECOM,1000,available,Camera wifi Ezviz C6N không dây xoay 360 độ đàm thoại 2 chiều - Hàng chính hãng,247217,EZVIZ,Trong nước
33,170340161,6663554648516,"Lưu ý: Nhiều trường hợp do dùng thẻ nhớ không chính hãng nên camera không nhận thẻ nhớ, trong trường hợp đó shop không hỗ trợ lỗi đọc thẻ nhớ. Để được hỗ trợ tốt nhất hãy mua kèm thẻ nhớ của shop.- K...",850000,850000,0,0,0,0,0,,0,available,"Camera IP wifi không dây IMOU F42P, F42FP, F42FEP siêu nét đàm thoại 2 chiều - Hàng chính hãng",416097,IMOU,Trong nước
34,183689560,1786650668793,DELI OFFICIAL STORE* THÔNG TIN SẢN PHẨM: - ️Mã sản phẩm: ES104   - ️Mã sản phẩm: ES102* TÍNH NĂNG NỔI BẬT CỦA SẢN PHẨM:- Kết nối Wi-Fi dễ dàng- Chipset H.264 + AI nâng cao.- 2...,499000,898200,399200,44,92,294,113115,Deli Official Store,1000,available,"Camera IP Wifi Deli 360 Độ Full HD 1080P Đàm Thoại 2 Chiều Hồng Ngoại Đêm - An Ninh Gia Đình, Văn Phòng - Hàng Chính Hãng",46703,Deli,Trong nước
35,148713428,4492022478159,CAMERA WIFI TRONG NHÀ YOOSEE 3 RÂU  QUAY ĐÊM CÓ MÀULưu ý: Có 3 phân loại và 3 mức giá khác nhau quý khách chọn đúng phân loại cần mua.Camera chưa kèm thẻ. ( Chỉ có camera + phụ kiện đầy đủ)Camera...,299000,330000,31000,9,20,79,251116,Khang House,1000,available,"Camera Yoosee Trong Nhà Thế Hệ Mới Ban Đêm Có Màu, Đàm Thoại Hai Chiều Full HD 1080P-Hàng Nhập Khẩu",111625,Yoosee,Trong nước
36,97589228,1332924820612,Camera Xiaomi Mi Home Sercurity 2K- Nhỏ gọn độ phân giải ấn tượngHiện nay vấn đề an ninh luôn được nhiều người đặt lên hàng đầu. Chính vì thể nếu như bạn đang muốn tìm cho ngôi nhà một chiếc camera đ...,999000,999000,0,0,0,7,129537,Mi Hoàng Gia,1000,available,Camera Xiaomi Mi 360 độ Home Security 2K - Hàng chính hãng,25422,Xiaomi,Trong nước
37,116903572,2224769149328,"Camera Wifi Yoosee 4.0 Mpx Full HD, Dòng Ngoài Trời Xoay 360° C12 4 râu 14 LED* Quý khách lưu ý Sản phẩm có 3 thuộc tính lựa chọn:1. Camera Không Kèm Thẻ | ĐiệnTửSàiGòn | Tiki2. Camera Kèm Thẻ 32Gb...",588000,598000,10000,2,26,146,196510,ĐiệnTửSàiGòn,1000,available,"Camera Wifi Yoosee 4.0 Mpx Full HD, Dòng Ngoài Trời Xoay 360° 4 râu C12 Xem Đêm Có Màu-Đàm Thoại 2 Chiều-Phát Hiện Chuyển Động Chống Trộm-Hàng Nhập Khẩu",111625,Yoosee,Trong nước
38,138530902,3165024632300,– Góc quay 150 độ cực kì rộng giúp bạn có những góc nhìn rõ ràng và bao quát nhất.– Hỗ trợ thẻ nhớ tối đa 64GB giúp bạn hoàn toàn có thể lưu trữ được thông tin lên tới 10 ngày liên tục và đầy thẻ nhớ...,226000,226000,0,0,0,1,177515,kosuytu,1000,available,"Camera mini siêu nhỏ A9 Plus FullHD 1080p IP wifi kết nối với điện thoại, quay ban đêm",111461,OEM,Trong nước
39,102806988,2855664249373,"  Góc nhìn siêu rộng 360 độ, chỉ 01 camera xem được mọi góc của căn phòng   Chất lượng camera HD rõ đẹp   Đàm thoại 2 chiều rõ ràng từ xa   Đèn led sáng rõ với chế độ mở cảm biến tự động   ------...",370500,390000,19500,5,22,113,265319,Shop Phân Phối Camera,1000,available,Camera YOOSEE WIFI Tích Hợp Bóng Đèn Led Sáng Quan Sát Toàn Cảnh 360° Không Có Góc Khuất Kèm Thẻ Nhớ 64GB CHÍNH HÃNG,111625,Yoosee,Trong nước
40,103996506,2892500263887,"Bảo an cho bạn - cả ngày lẫn đêmSpecificationsThông số mẫuMẫuCS-C6N-A0-1C2WFRCameraCảm biến hình ảnhCMOS Quét liên tục 1/4”Tốc độ màn trậpMàn trập tự điều chỉnhỐng kính4mm@ F2.4, góc quan ...",586900,586900,0,0,4,23,155336,Điện Tử Siêu Nhỏ,1000,available,"CAMERA EZVIZ IP WIFI C6N 2.0 MPX ,KÈM THẺ NHỚ 64G HÀNG CHÍNH HÃNG.",247217,EZVIZ,Trong nước
41,95064446,3652901354045,"       Mô tả sản phẩm   Cho hình ảnh HD sắc nét   Luôn luôn biết để cảnh báo cho bạn   Bạn có thể yên tâm với sự trợ giúp của Ứng dụng EZVIZ, vì các cảnh báo tự động sẽ được gửi cho bạn về bất ...",462500,462500,0,0,6,40,48369,KHO SỈ CÔNG NGHỆ,1000,available,Camera EZVIZ C1C-B 1080P – Camera IP Wifi trong nhà thông minh Chính hãng Nhà An Toàn,247217,EZVIZ,Trong nước
42,170400691,4871665237906,"Lưu ý: Nhiều trường hợp do dùng thẻ nhớ không chính hãng nên camera không nhận thẻ nhớ, trong trường hợp đó shop không hỗ trợ lỗi đọc thẻ nhớ. Để được hỗ trợ tốt nhất hãy mua kèm thẻ nhớ của shop. C...",560000,560000,0,0,0,0,0,,0,available,Camera wifi Ezviz C6N không dây xoay 360 độ đàm thoại 2 chiều - Hàng chính hãng,247217,EZVIZ,Trong nước
43,110564348,9571821101804,"Camera mini A9S siêu nhỏ wifi không dây fullHD kết nối với điện thoại, quay ban đêm có pin, HDwificam Pro ----------------------------– Góc quay 150 độ cực kì rộng giúp bạn có những góc nhìn rõ rà...",898000,898000,0,0,0,0,0,,0,available,"Camera mini A9S siêu nhỏ wifi không dây Full HD kết nối với điện thoại, quay ban đêm có pin",111461,OEM,Trong nước
44,170267665,3906989366955,"Lưu ý: Nhiều trường hợp do dùng thẻ nhớ không chính hãng nên camera không nhận thẻ nhớ, trong trường hợp đó shop không hỗ trợ lỗi đọc thẻ nhớ. Để được hỗ trợ tốt nhất hãy mua kèm thẻ nhớ của shop.- K...",535000,535000,0,0,13,118,60386,VNB STORE,1000,available,Camera IMOU wifi A22EP 1080P 2M xoay 360 độ đàm thoại 2 chiều - Hàng chính hãng,416097,IMOU,Trong nước
45,79911353,2304307064369,"Camera NLMT MKS sử dụng năng lượng mặt trời thay thế cho điện lưới, 100% kết nối không dây dể dàng lắp đặt, hoạt động liên tục 24/7 ngay cả khi cúp điện.Phù hợp với việc lắp đặt tại các khu vực ngoài...",1100000,1590000,490000,31,20,57,171502,MKSmart,1000,available,Camera năng lượng mặt trời thông minh,111461,OEM,Trong nước
46,145304628,7666598819718, ...,1490000,1650000,160000,10,18,73,232078,IMOU Store,1000,available,"Camera IMOU Cruiser 2MP/4MP, Camera ngoài trời, xoay 360, chống nước IP66, đàm thoại hai chiều, tích hợp còi và đèn chiếu sáng - Hàng Chính Hãng",416097,IMOU,Trong nước
47,225221667,8142234545489,.Hàng loại 1 góc quay 90 độ .KO CO WIFI VẪN QUAY LƯU BT.Xem được từ xa không giới hạn bang 3G-4G trên đt.Camera chất lượng cực nét lên đến 1080p.Vừa quay phim vừa có thể ghi âm.Siêu nhỏ dễ dàng m...,540000,540000,0,0,0,4,292049,T camera giấu kín,1000,available,Camera mini V99-1080p wifi xem qua điện thoại,111461,OEM,Trong nước
48,192395248,4827754722844,"Lưu ý: Nhiều trường hợp do dùng thẻ nhớ không chính hãng nên camera không nhận thẻ nhớ, trong trường hợp đó shop không hỗ trợ lỗi đọc thẻ nhớ. Để được hỗ trợ tốt nhất hãy mua kèm thẻ nhớ của shop.- K...",945000,945000,0,0,0,0,0,,0,available,"Camera WIFI ngoài trời IMOU S21FP, S41FP có màu ban đêm, xoay 360 độ - Hàng chính hãng",416097,IMOU,Trong nước
49,135387436,2558748273366,Thông số kỹ thuật camera IP Wifi PTZ 4.0 megapixel IPC-S42FP-IMOU– 4MP Fullcolor Cruiser Wifi Camera Imou– Tích hợp đèn trợ sáng cho hình ảnh ban đêm có màu– Độ phân giải 4Megapixel CMOS 1/2.7 inch– ...,1350000,1350000,0,0,12,26,155336,Điện Tử Siêu Nhỏ,1000,available,Camera IP Wifi PTZ FullColor 4MP ngoài trời Imou Cruiser IPC-S42FP hàng chính hãng,74552,Dahua,Trong nước
50,170340161,6663554648516,"Lưu ý: Nhiều trường hợp do dùng thẻ nhớ không chính hãng nên camera không nhận thẻ nhớ, trong trường hợp đó shop không hỗ trợ lỗi đọc thẻ nhớ. Để được hỗ trợ tốt nhất hãy mua kèm thẻ nhớ của shop.- K...",850000,850000,0,0,0,0,0,,0,available,"Camera IP wifi không dây IMOU F42P, F42FP, F42FEP siêu nét đàm thoại 2 chiều - Hàng chính hãng",416097,IMOU,Trong nước
51,154259057,8004739824595,...,489000,489000,0,0,0,6,298886,CAMERA PHƯƠNG ĐÔNG Store,1000,available,"Camera IP WIFI IMOU RANGER A2 (A22EP-D-V3) Full HD 1080P, phiên bản 2022- Hàng Chính Hãng",416097,IMOU,Trong nước
52,103995541,2206815994313,"CAMERA EZVIZ C6N 2MPX , KÈM THẺ NHỚ 32G HÀNG CHÍNH HÃNG.Chi tiết bộ sản phẩm Camera C6N; Chân đế; Bộ vít; Dây điện 3m (9.8 ft.); Mẫu khoan; Bộ đổi nguồn; Hướng dẫn khởi động nhanhCảm biến hình ảnh CMO...",548000,570900,22900,4,21,101,48369,KHO SỈ CÔNG NGHỆ,1000,available,"camera IP WIFI EZVIZ C6N 2.0MPX ,KÈM THẺ NHỚ 32G ,HÀNG CHÍNH HÃNG.",247217,EZVIZ,Trong nước
53,212117226,2519674913369,"Thông số kỹ thuật camera WiFi quay quét thông minh EZVIZ H8C– Chuấn nén H.265/H.264– Cảm biến ảnh: 1/2,7″ Progressive Scan CMOS– Độ phân giải 1920 x 1080– Độ nhạy sáng tối thiểu: 0.5 Lux @(...",1030000,1030000,0,0,0,0,0,,0,available,Camera IP WiFi quay quét ngoài trời EZVIZ H8c bản 2MP hàng chính hãng,247217,EZVIZ,Trong nước
54,86542652,2449691443813,"* Sản phẩm chưa có thẻ nhớ, Quý khách vui lòng bấm vào đường dẫn dưới đây để mua thêm thẻ nhớ:=> Thẻ Nhớ 32Gb / ĐiệnTửSàiGòn=> Thẻ Nhớ 64Gb / ĐiệnTửSàiGòn* Khe cắm thẻ nhớ và nút Reset phía d...",209000,249000,40000,16,0,0,0,,0,available,Camera IP Wifi Yoosee HWK-205 2.0MPX - Hàng chính hãng,111625,Yoosee,Trong nước
55,162227436,9753808374178,Camera WiFi quay & quét thông minhCamera IP Wifi Deli Full HD 1080P ES102 dễ dàng quan sát 360 độ toàn bộ không gian của bạn cùng tính năng theo dõi thông minh. Bảo vệ cho bạn - cả ngày lẫn đêm....,299000,898200,599200,67,211,804,113115,Deli Official Store,1000,available,"Camera IP Wifi Deli Full HD 1080P 360 Độ Đàm Thoại 2 Chiều - An Ninh Gia Đình, Văn Phòng - Hàng Chính Hãng - ES102",46703,Deli,Trong nước
56,72821133,1700715981807,"* Sản phẩm có 3 lựa chọn, Quý khách vui lòng bấm vào đường dẫn dưới đây để chọn mua:1. CAMERA KHÔNG THẺ2. CAMERA + THẺ 32GB3. CAMERA + THẺ 64GB* Khe cắm thẻ nhớ và nút reset phía dưới mắt Camera*...",209000,248000,39000,16,0,1,196510,ĐiệnTửSàiGòn,1000,available,"Camera wifi trong nhà Yoosee  Z02T 2.0 Full HD, 3 râu, xoay 360 độ , tương tác 2 chiều, hỗ trợ thẻ nhớ lên đến 128G, cảnh báo chuyển động – Hàng nhập khẩu",111625,Yoosee,Trong nước
